"C_XY","E_C_XY","Var_C_XY","n","p1","p2","r1","r2","r12","semipos_def"
3.93278763306294,0.3423530936901,0.0114346715388561,100,5,5,0,0,0.5,0
3.71001399058769,0.342138240913449,0.0109160636152881,100,5,5,0,0,0.5,0
4.36985604407836,0.36840460515914,0.0132437551028214,100,5,5,0,0,0.5,0
4.69869770970016,0.353213524451637,0.0130840325152081,100,5,5,0,0,0.5,0
4.37293450537923,0.332728986046244,0.0112558386905453,100,5,5,0,0,0.5,0
4.45492995995799,0.34521452523951,0.0126044538364901,100,5,5,0,0,0.5,0
3.22020479288405,0.299512948089891,0.00876573063240432,100,5,5,0,0,0.5,0
2.88469019547899,0.34068823658241,0.00970659965790678,100,5,5,0,0,0.5,0
1.89085428497926,0.260331735260195,0.00576210505727096,100,5,5,0,0,0.5,0
2.66983654188359,0.276306008001896,0.00691067858740703,100,5,5,0,0,0.5,0
5.15847918895842,0.340546781854841,0.0132427848563538,100,5,5,0,0,0.5,0
2.07815769191547,0.293539563113213,0.00722971907854314,100,5,5,0,0,0.5,0
4.84866045286571,0.355240640650656,0.0135298360932294,100,5,5,0,0,0.5,0
4.02029407836894,0.336561377977256,0.0108047486607631,100,5,5,0,0,0.5,0
2.41759646607709,0.266493655236783,0.00629271057349679,100,5,5,0,0,0.5,0
3.52491774580045,0.354925595899538,0.0109928924396718,100,5,5,0,0,0.5,0
4.40054691254807,0.383066375725467,0.0141459755120829,100,5,5,0,0,0.5,0
3.83407027479805,0.351753838102565,0.0114107544973867,100,5,5,0,0,0.5,0
4.40129438566558,0.348250392306506,0.0122284614045218,100,5,5,0,0,0.5,0
2.73919699134566,0.306902807993746,0.00790749231289755,100,5,5,0,0,0.5,0
4.43042340216688,0.321562075140888,0.0110192151110707,100,5,5,0,0,0.5,0
4.35206404314409,0.351112379046452,0.012406665127526,100,5,5,0,0,0.5,0
2.77812324037129,0.307166651439325,0.00852368587194094,100,5,5,0,0,0.5,0
5.41586547610522,0.392939071642748,0.0157319839166485,100,5,5,0,0,0.5,0
2.73496846330813,0.350466813144961,0.010534056374666,100,5,5,0,0,0.5,0
2.61247866889288,0.335530092943084,0.01001688853609,100,5,5,0,0,0.5,0
4.0133370713624,0.327265514047128,0.0110618971645343,100,5,5,0,0,0.5,0
3.37500084829009,0.35105490104376,0.0103474112562523,100,5,5,0,0,0.5,0
2.47831829138438,0.274298901382513,0.00663139156079816,100,5,5,0,0,0.5,0
3.38338592108467,0.326053640834757,0.00993290478463873,100,5,5,0,0,0.5,0
4.98299576740566,0.401421915488439,0.0163823506992954,100,5,5,0,0,0.5,0
7.5765978448278,0.368953568484015,0.0205783042153993,100,5,5,0,0,0.5,0
4.89827831436427,0.395173329845002,0.0159455770456548,100,5,5,0,0,0.5,0
4.9106648988626,0.399120124540967,0.0164139943404319,100,5,5,0,0,0.5,0
3.42647557676566,0.377314446430694,0.0123554102461615,100,5,5,0,0,0.5,0
3.40928274547991,0.345400969839092,0.0108065296437022,100,5,5,0,0,0.5,0
2.44713905535787,0.248438412168302,0.00580758181667469,100,5,5,0,0,0.5,0
3.4969036096732,0.322048091609407,0.00955869060852648,100,5,5,0,0,0.5,0
4.22736020337161,0.364989783952618,0.0132992621976689,100,5,5,0,0,0.5,0
2.38091453275716,0.25944507534991,0.00599676069889266,100,5,5,0,0,0.5,0
2.08223655507283,0.261944886777938,0.00584980076656498,100,5,5,0,0,0.5,0
1.88294190171858,0.305228310649723,0.00744770096548422,100,5,5,0,0,0.5,0
4.72850700235039,0.32705616940889,0.012115598930175,100,5,5,0,0,0.5,0
2.51500771664087,0.278690872803125,0.00684007701972508,100,5,5,0,0,0.5,0
