"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23","semidef_pos"
0.253720460004555,0.253637057269536,1.03566888422112e-06,0.0522219663402523,0,0.00512448963912612,0.0102406637553786,0.0121266648766142,2.44412167798012e-05,0.295701762589428,0.241510392392922,0.00514799421994392,100,5,5,5,0,0,0,0,0,0,1
0.252848574551975,0.253564250063908,1.06479297134339e-06,0.0648090890465247,0,0.00526859562220709,0.0132789410207879,0.0112377243958858,2.31368032801604e-05,0.304378722577712,0.242326525668022,0.00529076201372262,100,5,5,5,0,0,0,0,0,0,1
0.244903665493187,0.24287044608269,1.0546915675597e-06,0.19166844600159,0,0.00521861387628542,0.0254379222923759,0.0116941689097272,2.38185286540686e-05,0.411134189202402,0.231176277172963,0.00524147927979582,100,5,5,5,0,0,0,0,0,0,1
0.239370011369219,0.235909350257157,8.79154425901051e-07,0.0931810619813314,0,0.0043500560993584,0.0267330554155017,0.0111715386383754,2.0755381492701e-05,0.305818017935049,0.224737811618782,0.00437001559152365,100,5,5,5,0,0,0,0,0,0,1
0.217057751411638,0.216106660440665,7.84293350628201e-07,0.00100630927217648,0,0.00388068349890834,0.0173443610263948,0.0103177171481847,1.8114418285356e-05,0.20071969965742,0.20578894329248,0.00389808851387132,100,5,5,5,0,0,0,0,0,0,1
0.292406612975771,0.289258653715239,1.39576997863446e-06,0.237211526932228,0,0.00690626985428331,0.0297861709427311,0.0137836551102136,3.22847571755434e-05,0.499831968965268,0.275474998605026,0.00693729186299401,100,5,5,5,0,0,0,0,0,0,1
0.200500785030048,0.200323930065085,6.22427097901427e-07,-0.0279007439461448,0,0.00307976928041626,0.0132455275469049,0.0095056177234379,1.48518723865961e-05,0.159354513536998,0.190818312341647,0.00309405779557296,100,5,5,5,0,0,0,0,0,0,1
0.24436523400921,0.244288863239983,1.02962759862438e-06,0.081000880778078,0,0.00509459735799342,0.014054645148737,0.0118214454229013,2.37627962959002e-05,0.311311469638551,0.232467417817082,0.00511743017664036,100,5,5,5,0,0,0,0,0,0,1
0.247763311569236,0.248171462588761,9.90913926352216e-07,0.153747130583232,0,0.00490304210759077,0.0137399389470347,0.011496206982672,2.27317393816727e-05,0.387770503205433,0.236675255606089,0.00492487473853798,100,5,5,5,0,0,0,0,0,0,1
0.235064866044817,0.233622745185516,8.84871495088973e-07,0.052695332999923,0,0.00437834415770024,0.0203242106057065,0.0111116292866901,2.07219000520179e-05,0.267435988439034,0.222511115898826,0.0043982653592602,100,5,5,5,0,0,0,0,0,0,1
0.276466486945309,0.276184913613159,1.29502088525427e-06,0.0169126047736244,0,0.00640776334023812,0.016613040019053,0.0126490503338527,2.86502983996754e-05,0.276766051699881,0.263535863279306,0.00643523723961459,100,5,5,5,0,0,0,0,0,0,1
0.187704225757741,0.187238735973165,5.67432559104904e-07,0.0180461098037731,0,0.00280765630245106,0.0133046277853677,0.00888003741559063,1.32595651886887e-05,0.192445707776147,0.178358698557574,0.00282040225751573,100,5,5,5,0,0,0,0,0,0,1
0.258481028296314,0.258832823019105,1.15938384493924e-06,0.0903471886838792,0,0.00573663126475936,0.0165607098305595,0.0122483984907663,2.61941317548687e-05,0.332267507149634,0.246584424528339,0.00576177574060233,100,5,5,5,0,0,0,0,0,0,1
0.30747859166848,0.307534722883787,1.48846927386202e-06,0.211459013252766,0,0.0073649459670693,0.0170492991821733,0.0146808548576007,3.54635374673178e-05,0.501888305739073,0.292853868026186,0.00739906314605379,100,5,5,5,0,0,0,0,0,0,1
0.324329245516994,0.322200092516083,1.67585726104442e-06,0.030794247000668,0,0.00829214172764779,0.0283317969151513,0.0151593137861979,3.89260672163856e-05,0.32679169560251,0.307040778729885,0.00832954963368498,100,5,5,5,0,0,0,0,0,0,1
0.223400870281924,0.223058837003997,8.00711515128041e-07,0.0125794224546796,0,0.00396192057685354,0.0145282352055438,0.0102715613247863,1.82702173690911e-05,0.22145205753106,0.212787275679211,0.00397946382609774,100,5,5,5,0,0,0,0,0,0,1
0.253704207864183,0.253770560013805,1.06688367798483e-06,0.127412982729489,0,0.00527894043866893,0.0131841330053425,0.0120240499824291,2.46305546876683e-05,0.36793305758833,0.241746510031376,0.00530260521094638,100,5,5,5,0,0,0,0,0,0,1
0.224375045383257,0.224181956685623,7.91846683916227e-07,0.0911037017816537,0,0.00391805739201749,0.0143873793403822,0.0105137986137382,1.85544777286059e-05,0.301091367824529,0.213668158071884,0.00393589429591349,100,5,5,5,0,0,0,0,0,0,1
0.263479466869435,0.260439811358598,1.21021842078488e-06,0.0107014983201844,0,0.00598816074604359,0.0267280895786806,0.0116806831881758,2.56518814185151e-05,0.247452875610939,0.248759128170422,0.00601271096524007,100,5,5,5,0,0,0,0,0,0,1
0.222777619078795,0.223199562242491,7.95830083829178e-07,0.084143092944598,0,0.00393776725478678,0.0170127139251445,0.0107674621771223,1.9006489795625e-05,0.289907998098249,0.212432100065369,0.00395605469843346,100,5,5,5,0,0,0,0,0,0,1
0.258720551147614,0.251260678176424,9.98610985298461e-07,0.027598284471844,0,0.00494112715525678,0.0373295835132842,0.0112641268294978,2.24144410059791e-05,0.248989252106174,0.239996551346926,0.00496263252161776,100,5,5,5,0,0,0,0,0,0,1
0.267830714541519,0.262251238318781,1.06414610951641e-06,0.200273101770641,0,0.00526539494988718,0.0331726430358091,0.0117359077687311,2.41006139141103e-05,0.43493117327635,0.25051533055005,0.00528852666010644,100,5,5,5,0,0,0,0,0,0,1
0.242309466902854,0.241026254084531,9.55207682497321e-07,-0.0245379895461804,0,0.00472636761299674,0.0235911618656232,0.0112308401968182,2.17987390332125e-05,0.19418031549105,0.229795413887713,0.00474730016191011,100,5,5,5,0,0,0,0,0,0,1
0.232329076677907,0.232847822966361,9.14189814045864e-07,0.113889276418559,0,0.00452341119989894,0.0138800905395299,0.0112287761928812,2.12662852159108e-05,0.332338262556937,0.22161904677348,0.00454385146647362,100,5,5,5,0,0,0,0,0,0,1
0.231833246563751,0.228328976386453,8.86955185208136e-07,-0.0268628286284412,0,0.00438865425640986,0.0304542267184582,0.0108261555175509,2.0250205076462e-05,0.174516191216851,0.217502820868902,0.00440810161577267,100,5,5,5,0,0,0,0,0,0,1
0.230108382102072,0.226814088421888,8.49091874405406e-07,0.142617341443028,0,0.00420130659455795,0.0259218731429239,0.0102152709823493,1.87529004662966e-05,0.346803850402176,0.216598817439539,0.0042192868860848,100,5,5,5,0,0,0,0,0,0,1
0.275372965614898,0.276682575539429,1.23274418975671e-06,-0.0501865787769053,0,0.00609961825091619,0.0178985081439698,0.0132086871710797,2.9049428504384e-05,0.207287878694023,0.263473888368349,0.00612755263640757,100,5,5,5,0,0,0,0,0,0,1
0.209601872929428,0.208784689840093,7.42627211911188e-07,0.0959627289693779,0,0.00367451944453656,0.0177443694912116,0.00980192916669433,1.67761237137832e-05,0.287820232407594,0.198982760673398,0.00369062267009121,100,5,5,5,0,0,0,0,0,0,1
0.287447173216208,0.287448880620561,1.41907809120058e-06,0.201230504121464,0,0.00702159839526049,0.0135544038783695,0.0134506198514004,3.18359683651065e-05,0.475123273459302,0.27399826076916,0.00705214809161736,100,5,5,5,0,0,0,0,0,0,1
0.238043240076699,0.238336144890994,9.90262872847546e-07,0.0648492273233877,0,0.00489982069484966,0.0168221431255604,0.0105919589679374,2.10482197006346e-05,0.286070324274526,0.227744185923057,0.00491996666874025,100,5,5,5,0,0,0,0,0,0,1
0.25842161457546,0.253710321555728,1.12656597208893e-06,-0.0145183306180195,0,0.00557424842989602,0.032314693317085,0.0123716913079259,2.60055431982305e-05,0.211588590640356,0.241338630247802,0.00559923727672746,100,5,5,5,0,0,0,0,0,0,1
0.250291647298307,0.246427141683335,9.6823943953698e-07,0.194183029090327,0,0.00479084874682898,0.0296151925349952,0.0115552761110716,2.25542785117798e-05,0.414859483853638,0.234871865572264,0.00481252558981177,100,5,5,5,0,0,0,0,0,0,1
0.295406184874299,0.292616008824975,1.49123929809339e-06,0.274748396885565,0,0.0073786520469661,0.0284931827242553,0.0136936786418783,3.32354159425862e-05,0.541661399035609,0.278922330183096,0.00741053579595872,100,5,5,5,0,0,0,0,0,0,1
0.245076969329202,0.245165117863515,1.00769453880582e-06,0.209822862052958,0,0.00498607257801118,0.0135549821492434,0.0113376662855469,2.26272864109477e-05,0.441344849232917,0.233827451577968,0.00500778537159568,100,5,5,5,0,0,0,0,0,0,1
0.263741215915533,0.26355750499224,1.16214774029644e-06,0.0781099821238288,0,0.00575030701898677,0.0180544607762792,0.0127456211900546,2.72103012998339e-05,0.323796737263083,0.250811883802185,0.00577646757530156,100,5,5,5,0,0,0,0,0,0,1
0.243446845337282,0.243760428178718,9.4584457515684e-07,0.183740887047965,0,0.00468003895787605,0.0154790235921938,0.0116372680575587,2.24128644119635e-05,0.411708708793053,0.232123160121159,0.00470159628807983,100,5,5,5,0,0,0,0,0,0,1
0.200530032995703,0.200026580732,6.65490750977901e-07,0.113422939123817,0,0.00329284823583866,0.0055540150960366,0.00930380089071712,1.50805455779048e-05,0.308398957023484,0.190722779841283,0.00330732519837224,100,5,5,5,0,0,0,0,0,0,1
0.294778387681007,0.289857366528172,1.5753201080014e-06,-0.0602551862592986,0,0.00779468389439093,0.034203496712888,0.0135602592221334,3.38927940113744e-05,0.20031970470882,0.276297107306038,0.007827148763196,100,5,5,5,0,0,0,0,0,0,1
0.229024685022025,0.225015282263043,8.68236039808288e-07,-0.0694063763030129,0,0.00429603192497141,0.0268731789737204,0.010328042487121,1.91672866011802e-05,0.132745129745291,0.214687239775922,0.00431441067837445,100,5,5,5,0,0,0,0,0,0,1
0.2474565708794,0.242618243186608,9.86644744595745e-07,0.0394982447686506,0,0.00488191819625975,0.0320924794119158,0.011299840906026,2.2299646945212e-05,0.254862336236135,0.231318402280582,0.00490332310357432,100,5,5,5,0,0,0,0,0,0,1
0.219241265921608,0.215135409687578,7.85387213759612e-07,-0.0159292458355344,0,0.00388609593368256,0.0283521532229663,0.0100198285844147,1.76529867245636e-05,0.174959866863107,0.205115581103163,0.0039030366912594,100,5,5,5,0,0,0,0,0,0,1
0.230550077101919,0.230124500241079,9.11948689928326e-07,0.246557150367136,0,0.00451232211776536,0.0160037730544794,0.0111606639157433,2.11213377906422e-05,0.461103454414576,0.218963836325336,0.00453261996292204,100,5,5,5,0,0,0,0,0,0,1
0.2592621343544,0.260017989154466,1.10858383904613e-06,0.125888581462253,0,0.00548527283560024,0.013052057152461,0.0117699222261194,2.46768085146566e-05,0.372098658664192,0.248248066928347,0.00550894142214396,100,5,5,5,0,0,0,0,0,0,1
0.250210889001615,0.250646252760403,1.09798611113144e-06,-0.00839898274068987,0,0.00543283527787839,0.0149854694176012,0.0115185014399119,2.40543264449206e-05,0.226826436843323,0.239127751320491,0.00545589253457907,100,5,5,5,0,0,0,0,0,0,1
