"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23"
0.0618071812064301,0.0618559582483869,6.09744115892155e-08,0.194419815529501,0,0.00760643589693145,0.000644851168721171,0.000123959836169112,1.21826385092662e-07,0.255582145567209,0.0617319984122178,0.00760649699329137,500,5,5,5,1,1,1,0,0,0
0.0547176234923751,0.0546602941522743,4.76133203742319e-08,-0.00946142415278841,0,0.00593966649004468,0.000426350303657738,0.000109539667639829,9.51310320553779e-08,0.044829849035929,0.0545507544846345,0.00593971419859131,500,5,5,5,1,1,1,0,0,0
0.0539758670049898,0.053869310179941,4.62452751863568e-08,-0.0515888514263065,0,0.00576900558894764,3.6138566033974e-09,0.00010795452941872,9.23976887472859e-08,0.0023870119648267,0.0537613556505223,0.00576905192671301,500,5,5,5,1,1,1,0,0,0
0.0534012000463308,0.0533448752327942,4.53492330883522e-08,-0.0349801197605192,0,0.00565722612930577,4.44478729602927e-09,0.00010690355758075,9.0607403825372e-08,0.0184210758410242,0.0532379716752135,0.00565727156923696,500,5,5,5,1,1,1,0,0,0
0.0574009695998067,0.0574803134421666,5.26529604807904e-08,-0.00281615869526938,0,0.00656835151405764,4.67980402603884e-05,0.000115191008902138,1.05200192549886e-07,0.054538012864277,0.0573651224332645,0.00656840427232361,500,5,5,5,1,1,1,0,0,0
0.047654353492811,0.0476093113298669,3.61217130657517e-08,-0.0439380736879339,0,0.0045061114615264,7.81154557072134e-06,9.54094415428196e-05,7.21708928624288e-08,0.00370846825930639,0.0475139018883241,0.0045061476554826,500,5,5,5,1,1,1,0,0,0
0.0526002669915808,0.0515449014731557,4.23404985299233e-08,0.0411868976567283,0,0.00528189251061087,0.00190885329368929,0.000103296395737787,8.45959763199101e-08,0.0918783113546199,0.0514416050774179,0.00528193493579006,500,5,5,5,1,1,1,0,0,0
0.0423279325877961,0.0422720304330708,2.84767719161988e-08,0.0830888727743258,0,0.00355242034300197,2.55064360687407e-06,8.47134878418253e-05,5.68963617891204e-08,0.125414254718515,0.0421873169452289,0.0035524488767272,500,5,5,5,1,1,1,0,0,0
0.0569198535169305,0.0569140825562786,5.16207153473156e-08,0.0695628376721669,0,0.00643958099814693,1.00823268194904e-05,0.000114056277667893,1.03137775056005e-07,0.126472608862278,0.0568000262786107,0.00643963272210329,500,5,5,5,1,1,1,0,0,0
0.0617934659514433,0.0617810657372385,6.08268506281485e-08,-0.0460125636989007,0,0.00758802796216027,5.31843592406134e-05,0.00012380975097643,1.21531559476489e-07,0.015727717893302,0.0616572559862621,0.00758808891066412,500,5,5,5,1,1,1,0,0,0
0.0532870323372682,0.0533131282183072,4.52952719777476e-08,-0.0368874492143362,0,0.00565049458868006,8.09613987448551e-05,0.000106839936309233,9.04995899593714e-08,0.0163186217241872,0.053206288281998,0.00565053997454222,500,5,5,5,1,1,1,0,0,0
