"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23"
0.0545411329248124,0.054470221406444,2.3955800062176e-09,0.014418511822727,0,0.000298843814615633,0.000961044771565608,0.000488171802276318,4.97231041363667e-08,0.0679985999759739,0.0539820496041676,0.00029889118507899,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0488079293874231,0.0488595764744345,2.01317151154841e-09,0.0118853169309098,0,0.000251139119722642,0.000317630980479118,0.000419899765198339,3.93894563970372e-08,0.0603756153378538,0.0484396767092362,0.000251176530609966,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0529674143124995,0.0529830971957893,2.50584736827066e-09,-0.017529886176033,0,0.000312599447497029,0.000936124841429476,0.000454276437319046,4.75549978822869e-08,0.034501403295037,0.0525288207584703,0.000312644539617753,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0466504395666729,0.0463372991743099,1.81682678036073e-09,0.0556520633652007,0,0.00022664550719644,0.00142163809350227,0.000397910670841631,3.54192444734509e-08,0.100880864838371,0.0459393885034682,0.000226679140817279,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0509300564757642,0.0509808993212936,2.25782730129616e-09,-0.0251978611668273,0,0.000281659440182093,0.000618213445572459,0.000442009799951862,4.38635960019253e-08,0.0251139818633644,0.0505388895213417,0.000281701085101998,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0506697114713221,0.0506293798540214,2.24824672017373e-09,0.0454642465218754,0,0.000280464281848233,0.000738037822216005,0.000432727163968769,4.29018173704894e-08,0.0953959201709815,0.0501966526900526,0.000280504973850222,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0471787897080615,0.047043837571218,1.87621743758005e-09,0.0107119114043612,0,0.000234054372903236,0.00104519585800957,0.000384739556724186,3.49033776337717e-08,0.0568455052544131,0.0466590980144938,0.000234087430752046,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0502242664459984,0.0501904857162787,2.0340527967639e-09,0.0383394176235971,0,0.000253744018290703,0.000760394691231888,0.000423563064212172,3.98885830859013e-08,0.0878032893783636,0.0497669226520665,0.000253781907152185,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0476267205406244,0.0476114496582387,1.99996937335338e-09,0.0383921860719323,0,0.000249492179387088,0.000564821482083325,0.000394992537971832,3.70055329278166e-08,0.0854540851304733,0.0472164571202669,0.000249527218134802,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0529929839789099,0.0529634513757032,2.58133488231029e-09,0.00213287093855608,0,0.000322016363898444,0.000767233661979789,0.000468068695217039,4.96806605219116e-08,0.0543586212554862,0.0524953826804862,0.000322063508849586,500,5,5,5,0.2,0.2,0.2,0,0,0
0.0530965877626903,0.0529795078837376,2.52092734428313e-09,0.0472953271936052,0,0.000314480644344632,0.00106615513649224,0.000473608580069453,4.96154085004138e-08,0.0993257598198033,0.0525058993036682,0.000314527783897283,500,5,5,5,0.2,0.2,0.2,0,0,0
