"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23","semipos_def"
0.301990744348034,0.299982337314054,1.80314471781275e-06,3.07111923837814,0,0.00892196006373749,0.00600989317967468,0.0147120369125603,3.92079472314915e-05,3.3671000895465,0.285270300401494,0.00895954172954175,100,5,5,5,0,0,0,0.5,0,0,0
0.261435905692394,0.261217091561091,1.39566016389087e-06,2.13313418788552,0,0.00690572649093202,0.0190347784250959,0.0126558742585145,2.97297598946874e-05,2.37553531515282,0.248561217302577,0.00693419582913007,100,5,5,5,0,0,0,0.5,0,0,0
0.303152739132781,0.303248226228706,1.77111582030774e-06,2.94606875647576,0,0.00876348107888269,0.0124090164259362,0.0143545592376442,3.80067624004477e-05,3.23681247918261,0.288893666991062,0.0087998844005538,100,5,5,5,0,0,0,0.5,0,0,0
0.253710535639555,0.250452044804296,1.080154280759e-06,1.46860104919042,0,0.00534460338119552,0.0270743169138371,0.0116954139138038,2.41567186033462e-05,1.69523726791614,0.238756630890492,0.0053677808259195,100,5,5,5,0,0,0,0.5,0,0,0
0.349411913360501,0.348783124725374,2.18067433148823e-06,3.05404775643356,0,0.0107899765922038,0.0237047158563752,0.0167177501024608,4.89891311922754e-05,3.37975495393769,0.332065374622913,0.0108369940956952,100,5,5,5,0,0,0,0.5,0,0,0
0.285601175153143,0.28587047188099,1.50827100314826e-06,2.51381179728764,0,0.00746292492357758,0.011919579130662,0.0132483619712125,3.24138321079847e-05,2.78749339331012,0.272622109909778,0.00749397028310279,100,5,5,5,0,0,0,0.5,0,0,0
0.319443151872373,0.300435286192977,1.78434596300726e-06,3.08415060354977,0,0.00882894382495994,0.0649112705889389,0.0143163067712701,3.80432169763929e-05,3.33868248483321,0.286118979421707,0.00886537275085946,100,5,5,5,0,0,0,0.5,0,0,0
0.352835763646144,0.350690508611805,2.96709819540245e-06,5.00295261071293,0,0.0146812018708513,0.0310842852716068,0.0160749654437868,5.55481112318635e-05,5.32470408908747,0.334615543168019,0.0147340548958173,100,5,5,5,0,0,0,0.5,0,0,0
0.37925631578884,0.373829527535185,2.98828167726357e-06,4.80199552997566,0,0.0147860177391002,0.0435182894147913,0.0169950843404906,5.8809603814282e-05,5.13773355634971,0.356834443194695,0.0148421107685016,100,5,5,5,0,0,0,0.5,0,0,0
0.276948986220927,0.272254761611712,1.30220705934731e-06,1.99264102121231,0,0.0064433205296505,0.0344984652265755,0.012649723449965,2.87248456220988e-05,2.23509154220666,0.259605038161747,0.00647086417663255,100,5,5,5,0,0,0,0.5,0,0,0
0.320286227487739,0.321094768607191,1.70380521964754e-06,2.07464918547384,0,0.00843042822681602,0.0215524680590649,0.0152858903342152,3.95511101088939e-05,2.37338294490252,0.305808878272976,0.00846843775284547,100,5,5,5,0,0,0,0.5,0,0,0
0.376409778185442,0.363875214158152,2.29932689646248e-06,2.78081738493943,0,0.0113770694836963,0.0581355077465189,0.0172972998144349,5.2111706323718e-05,3.09909165537835,0.346577914343718,0.0114271004663433,100,5,5,5,0,0,0,0.5,0,0,0
0.404233642015869,0.405240192378243,3.20729609523701e-06,4.27495606729032,0,0.0158697010792327,0.0191368871759604,0.0182463232357358,6.53433136454935e-05,4.66005282213023,0.386993869142507,0.015932125919868,100,5,5,5,0,0,0,0.5,0,0,0
0.26968304674096,0.268320175582712,1.22925670535841e-06,2.04303760018952,0,0.00608236217811341,0.0223286707854407,0.012723213338003,2.79920860422512e-05,2.29039197614504,0.255596962244709,0.00610924158530566,100,5,5,5,0,0,0,0.5,0,0,0
0.326124020467711,0.326916360934471,2.21592143656414e-06,3.71498612498735,0,0.0109643792681194,0.0171944049523841,0.0157887318326614,4.67547236973365e-05,4.02391574050268,0.31112762910181,0.0110091321103825,100,5,5,5,0,0,0,0.5,0,0,0
0.288804388420398,0.289405020750433,1.41401235140754e-06,2.10135987345278,0,0.00699653311476449,0.0195425734259281,0.0134220080414015,3.17262999054463e-05,2.37062168844725,0.275983012709031,0.0070269765602722,100,5,5,5,0,0,0,0.5,0,0,0
0.29116717292792,0.287898909854172,1.38937999399513e-06,1.5687246472702,0,0.00687465221028792,0.0303846121336321,0.0136122926450448,3.1836042480212e-05,1.82950720806448,0.274286617209127,0.00690523025671778,100,5,5,5,0,0,0,0.5,0,0,0
0.319271001689753,0.313484078597163,1.88842113599019e-06,3.32357103372245,0,0.00934390778087945,0.0410352707346286,0.0143562705180147,3.93713530587335e-05,3.60180676467758,0.299127808079148,0.00938156367651251,100,5,5,5,0,0,0,0.5,0,0,0
0.37359170554069,0.360011495959532,2.15472104875016e-06,2.38065877074149,0,0.0106615597492158,0.0596304446329682,0.0170161952823662,4.95527508854418e-05,2.69462003164922,0.342995300677166,0.0107091614678488,100,5,5,5,0,0,0,0.5,0,0,0
0.38904830128279,0.389038801768402,2.72381657250493e-06,3.05766236807201,0,0.0134774444007544,0.017387050688268,0.0182777121996932,6.00005969488257e-05,3.42932361866653,0.370761089568709,0.0135349771203078,100,5,5,5,0,0,0,0.5,0,0,0
0.286001942317503,0.283536834520462,1.58476848622163e-06,2.77096059386216,0,0.00784143446982461,0.0272784301950947,0.0133874619791737,3.3577404065029e-05,3.02968410598457,0.270149372541288,0.00787357675811356,100,5,5,5,0,0,0,0.5,0,0,0
0.371140383724812,0.369531212993291,2.47755707775322e-06,3.06379437167411,0,0.0122589524207229,0.0292581564606754,0.0166903461819162,5.24582703722035e-05,3.40567659893825,0.352840866811375,0.0123091569380364,100,5,5,5,0,0,0,0.5,0,0,0
0.248596846791277,0.248621283153545,1.10021887871808e-06,1.98391341323052,0,0.00544388301189704,0.0148480930772192,0.0116204755464688,2.4245813744536e-05,2.21766216694458,0.237000807607076,0.00546713145448702,100,5,5,5,0,0,0,0.5,0,0,0
0.331403795831851,0.326331695697381,1.78923755404323e-06,2.32440421816991,0,0.00885314741740592,0.0430403587002462,0.0160015981932114,4.2331885700491e-05,2.61276765530152,0.31033009750417,0.00889386553524035,100,5,5,5,0,0,0,0.5,0,0,0
0.263907096172263,0.264746215520742,1.24302808027106e-06,2.01190340656388,0,0.00615050294118123,0.0169677236323075,0.012630815219236,2.79483722381756e-05,2.25884277910383,0.252115400301506,0.00617732689294954,100,5,5,5,0,0,0,0.5,0,0,0
0.290824686655708,0.290848460833719,1.46006651702674e-06,2.27910655409884,0,0.00722440912624833,0.013844729626593,0.0136416857264669,3.2747580258489e-05,2.55608651112795,0.277206775107252,0.00725583360319398,100,5,5,5,0,0,0,0.5,0,0,0
0.332661219083871,0.332537532165997,2.43152250069713e-06,4.2268223123135,0,0.0120311733334494,0.0235416673877256,0.0152396157165885,4.75722038800595e-05,4.53594186400965,0.317297916449408,0.0120765368797083,100,5,5,5,0,0,0,0.5,0,0,0
0.326052046598709,0.326330921030473,1.86833563220318e-06,2.89018148698312,0,0.00924452470814134,0.0226944948595305,0.0151345735884918,4.11545334199712e-05,3.19353903872229,0.311196347441981,0.00928398420524763,100,5,5,5,0,0,0,0.5,0,0,0
0.284315297319363,0.279226870590467,1.67931007458143e-06,3.3235618977466,0,0.00830922624902891,0.032977126699364,0.012510589966954,3.25179620590336e-05,3.5749000683666,0.266716280623513,0.0083402153819447,100,5,5,5,0,0,0,0.5,0,0,0
0.317629385544272,0.319109509420983,1.79800717660072e-06,2.23489305397573,0,0.00889653950982036,0.0260053007622307,0.0150671658514033,4.01373208726926e-05,2.52651713875777,0.30404234356958,0.0089350486139585,100,5,5,5,0,0,0,0.5,0,0,0
0.318016765993498,0.317607852181842,1.87126545753542e-06,3.29965633076228,0,0.00925902148388528,0.0215333710041365,0.0149191548508707,4.06172784916966e-05,3.59613972575164,0.302688697330971,0.00929794329672373,100,5,5,5,0,0,0,0.5,0,0,0
0.357903956252307,0.355810048281416,2.35265211872417e-06,3.26551463030993,0,0.0116409226834472,0.0320335930757855,0.0165784614268802,5.06344352758726e-05,3.59138499348645,0.339231586854536,0.0116894237035404,100,5,5,5,0,0,0,0.5,0,0,0
