"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23"
0.0550845600494739,0.0551198142360649,5.00294493230247e-09,0.0968109149870764,0,0.000624107374414869,0.000412352245080904,0.000328852111913674,5.1186305831569e-08,0.151483122791469,0.0547909621241513,0.000624153617472233,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0485056113728856,0.0484744064235522,3.8955377934555e-09,0.0362019838915818,0,0.000485960548657987,0.000521046023324267,0.000293544709252733,4.02731620795016e-08,0.0841865492411431,0.0481808617142995,0.000485996973462408,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0486490684616846,0.0486437235727862,3.841574236939e-09,-0.000254441588942715,0,0.000479228702909666,0.000246620779207795,0.000339211843929698,4.56961484254468e-08,0.0481480060935341,0.0483045117288564,0.000479270611061475,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0476161599470608,0.0476075967407266,3.81459917709797e-09,-0.0222175095357517,0,0.000475863618144618,0.000508404747302396,0.000284904298371686,3.87860295518154e-08,0.0248902456640067,0.0473226924423549,0.000475898635231391,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0493399776135485,0.0493434544322425,3.89643304086399e-09,0.0234199696877141,0,0.000486072228981701,0.000355517527282204,0.000315723709433945,4.30153900982604e-08,0.0724044297739804,0.0490277307228086,0.000486111397801352,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0494389791235858,0.0494277165098709,4.32716807623997e-09,-0.0130340959382646,0,0.000539805563174784,0.000419117444956143,0.000293038921985309,4.26005485808241e-08,0.0359857657403651,0.0491346775878856,0.000539843887863694,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0468030809731608,0.0467722640807663,3.54399823622551e-09,-0.00319931488653574,0,0.00044210669197266,0.000590669292737932,0.000301958946686952,3.92243675788885e-08,0.0430130967938872,0.0464703051340793,0.000442142418101685,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0489169587341854,0.0489604977343864,3.93996089144804e-09,0.00826482715363416,0,0.00049150224128636,0.000419251353764549,0.000309074071560315,4.24474902711084e-08,0.0567625345340551,0.0486514236628261,0.000491540798559505,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0526921635241467,0.0526876569253134,5.52594280073721e-09,-0.0215050023622559,0,0.000689350312506365,0.000479089441645987,0.000326037679353385,5.36487750397495e-08,0.0307080717202448,0.05236161924596,0.000689398503729027,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0530474867382292,0.0530793524463622,5.45936053702685e-09,0.0760559927001548,0,0.000681044308273026,0.000476197244096804,0.000292389509744779,4.83700706916542e-08,0.128627282194287,0.0527869629366174,0.000681087279129346,500,5,5,5,0.4,0.4,0.4,0,0,0
0.0501678731538221,0.0501952364880085,4.31752945462027e-09,-0.00403397044078468,0,0.000538603164404969,0.000386150379757159,0.000318827628942431,4.59256544472002e-08,0.0457477523332802,0.049876408859066,0.000538644827377703,500,5,5,5,0.4,0.4,0.4,0,0,0
