"C_XY","E_C_XY","Var_C_XY","n","p1","p2","r1","r2","r12","semidef_pos"
57983.9399917462,3903.582017162,1743727.70489867,100,5,5,0,0,0.8,0
63949.701223442,4660.75674737242,2381396.5889816,100,5,5,0,0,0.8,0
94968.4961183822,4534.0176166772,3116959.41579847,100,5,5,0,0,0.8,0
55516.8475900664,4095.31920048293,1734141.55439546,100,5,5,0,0,0.8,0
50976.9935514919,3928.95055375434,1659205.82967272,100,5,5,0,0,0.8,0
83669.5930012315,4426.49945976475,2664512.40115686,100,5,5,0,0,0.8,0
45107.5244599585,3495.985294309,1240334.42565262,100,5,5,0,0,0.8,0
77692.9752652814,4738.44944726146,2681819.5581422,100,5,5,0,0,0.8,0
109767.016129899,4807.10023129223,3887222.42571002,100,5,5,0,0,0.8,0
72475.080517636,4141.44677812409,2218204.72239293,100,5,5,0,0,0.8,0
45927.4185114602,3483.99067163764,1262432.25831904,100,5,5,0,0,0.8,0
67763.3447881244,4016.84275236058,1956381.69793522,100,5,5,0,0,0.8,0
45908.7936338764,3425.81657539734,1278942.75003747,100,5,5,0,0,0.8,0
61441.2118930467,4295.83078160312,2032671.93779077,100,5,5,0,0,0.8,0
75454.9811602186,4344.46787480734,2396916.53760549,100,5,5,0,0,0.8,0
99216.2073960403,4960.58678667454,3568528.83893345,100,5,5,0,0,0.8,0
58657.8895426694,3862.24486085353,1673662.81001916,100,5,5,0,0,0.8,0
92288.4273400021,4481.25139821514,3048768.92237776,100,5,5,0,0,0.8,0
101054.81913344,4934.77077923133,3655079.11446998,100,5,5,0,0,0.8,0
67461.4157534964,4586.19779022295,2324427.83580084,100,5,5,0,0,0.8,0
94599.968551999,4963.25499769828,3343679.34667255,100,5,5,0,0,0.8,0
55081.3865250608,3993.23243075554,1674839.4498902,100,5,5,0,0,0.8,0
46937.7633917203,3384.21242548547,1219566.31140447,100,5,5,0,0,0.8,0
47820.1631573695,3503.27218137741,1330251.13438465,100,5,5,0,0,0.8,0
73503.551882709,4413.4214402725,2376967.78712822,100,5,5,0,0,0.8,0
90304.5492076289,4520.76420886234,2972297.99358851,100,5,5,0,0,0.8,0
52054.3941062564,3628.13160777732,1414186.83149287,100,5,5,0,0,0.8,0
46309.7817284175,3276.03353942549,1157112.77097068,100,5,5,0,0,0.8,0
101054.391108353,4818.01592103113,3492554.19353951,100,5,5,0,0,0.8,0
61891.272155027,3887.40113260974,1805998.63283877,100,5,5,0,0,0.8,0
51633.5458642208,4043.95852677274,1652365.80951225,100,5,5,0,0,0.8,0
