"C_XY","E_C_XY","Var_C_XY","n","p1","p2","m_A","sd_A","sd_E"
5057.22114047474,2396.00190720551,459085.986856144,100,5,5,0,0.2,1
19653.3647004925,3448.94372480682,1002648.17872181,100,5,5,0,0.2,1
9743.21751526159,3017.98642772368,710282.05134271,100,5,5,0,0.2,1
14180.8226236117,2512.85181608045,569706.590352346,100,5,5,0,0.2,1
11619.1257781741,2823.70933193561,658471.463827682,100,5,5,0,0.2,1
15151.5655312345,3130.07496625596,853011.036516508,100,5,5,0,0.2,1
8177.93697688157,2838.02245897624,648255.237265286,100,5,5,0,0.2,1
12961.4981435343,3157.12158629885,849187.148482659,100,5,5,0,0.2,1
13681.9231544666,2884.06608709196,654015.489317732,100,5,5,0,0.2,1
13295.136986341,2950.01032509846,685055.686027377,100,5,5,0,0.2,1
11313.3820683167,3134.70104496703,786717.256780069,100,5,5,0,0.2,1
14813.3881832655,3158.08486937749,849638.552700287,100,5,5,0,0.2,1
11467.4123339443,3267.90437929977,840668.854215922,100,5,5,0,0.2,1
12311.3988178202,3370.53051939571,901291.307024361,100,5,5,0,0.2,1
13980.9604244576,3052.07319178369,733714.567054193,100,5,5,0,0.2,1
14364.7974780329,3046.64482891023,764873.377450246,100,5,5,0,0.2,1
11934.8819048717,2835.88132442394,650640.043868997,100,5,5,0,0.2,1
20644.5289400336,3205.64922278946,893349.819188966,100,5,5,0,0.2,1
13584.920886043,2694.44211189556,649308.814640091,100,5,5,0,0.2,1
12433.9988085546,2932.16650395643,721485.689457249,100,5,5,0,0.2,1
11975.7494482817,2689.59108648329,584852.13354856,100,5,5,0,0.2,1
9372.05592163242,2492.75600986214,524637.015186604,100,5,5,0,0.2,1
8726.21838514927,2493.72349493355,486584.473863124,100,5,5,0,0.2,1
16225.087741214,3246.80466521808,888465.395234306,100,5,5,0,0.2,1
19515.7952774788,3552.52380035874,1046852.3216023,100,5,5,0,0.2,1
9182.11829937926,2991.87614777138,719962.076745844,100,5,5,0,0.2,1
16236.9679676247,3335.04233457413,930517.322559392,100,5,5,0,0.2,1
16293.8429999159,3201.4093708047,859375.041347167,100,5,5,0,0.2,1
18569.7864758673,3327.16413383535,930824.037734126,100,5,5,0,0.2,1
13053.3339235112,3092.11037575603,752231.216639168,100,5,5,0,0.2,1
9507.75545667079,3040.12311263251,743997.318689784,100,5,5,0,0.2,1
9006.41824517089,2521.73413811532,524352.06884859,100,5,5,0,0.2,1
14490.3638822856,3459.2882703121,973925.277820482,100,5,5,0,0.2,1
12324.0150735924,3391.94087982055,968450.57243993,100,5,5,0,0.2,1
4896.1160051667,2443.71591891223,499943.64879467,100,5,5,0,0.2,1
19586.0098834189,3227.48671284732,860704.906959152,100,5,5,0,0.2,1
6171.58214467456,2576.71265751488,526263.5501015,100,5,5,0,0.2,1
12897.5726345311,3065.81263601858,786229.392826134,100,5,5,0,0.2,1
8007.73833126619,2442.50231598953,464059.42183615,100,5,5,0,0.2,1
7837.13065383758,2643.22074939796,574138.650463829,100,5,5,0,0.2,1
10516.5239384151,3062.13513803601,762119.195825486,100,5,5,0,0.2,1
14332.1245916029,3211.7897070982,859824.488453104,100,5,5,0,0.2,1
14261.4947207988,3236.76409838183,807954.387247827,100,5,5,0,0.2,1
9501.92577815932,2887.91397158194,658425.950425432,100,5,5,0,0.2,1
7553.2198140384,2674.83418807315,568454.143539576,100,5,5,0,0.2,1
12735.5761769837,3006.89650987659,801575.289114743,100,5,5,0,0.2,1
16442.0726008138,3018.58788095341,776399.977470218,100,5,5,0,0.2,1
13054.8523108549,2844.54064952721,653698.064970308,100,5,5,0,0.2,1
16634.730575643,3430.71626125287,952360.220285859,100,5,5,0,0.2,1
19363.686907255,3425.40330389227,1068268.90965775,100,5,5,0,0.2,1
13528.0984203542,2671.25812337792,591161.493469404,100,5,5,0,0.2,1
9188.41719057932,2724.57124399486,575389.033860147,100,5,5,0,0.2,1
17539.1116845101,3005.54179151054,754322.685711208,100,5,5,0,0.2,1
10470.0175114864,3121.97845285258,819258.252597077,100,5,5,0,0.2,1
16309.7790854123,3788.63230578586,1174289.58500954,100,5,5,0,0.2,1
15838.9150609151,2929.16226382506,728711.322081044,100,5,5,0,0.2,1
18644.3692437719,3009.2037252096,816389.76487764,100,5,5,0,0.2,1
31067.6678788078,3917.35909896057,1384579.31964929,100,5,5,0,0.2,1
11971.9465287268,3196.07016947302,919442.639871935,100,5,5,0,0.2,1
11708.8297394282,2717.34562175366,616390.311157833,100,5,5,0,0.2,1
12071.3102501676,2675.45062331319,608905.274585218,100,5,5,0,0.2,1
14093.8442090208,2837.97123501325,723732.058469417,100,5,5,0,0.2,1
7625.70519773162,2602.64497160443,558603.808351631,100,5,5,0,0.2,1
12125.7042644997,2773.32354593674,634442.577047435,100,5,5,0,0.2,1
12213.8998866918,2625.14812643104,572026.973992669,100,5,5,0,0.2,1
8017.49739257407,2881.18822521475,687575.57276263,100,5,5,0,0.2,1
17348.7104570351,3052.57670031479,800338.14409759,100,5,5,0,0.2,1
12501.4902522422,2766.94375576161,585356.269275647,100,5,5,0,0.2,1
16355.6474575143,3215.28362205363,854090.378514563,100,5,5,0,0.2,1
11710.2242392539,3084.31265827325,802434.887345828,100,5,5,0,0.2,1
22628.3665395987,3092.01274650506,836319.540973919,100,5,5,0,0.2,1
17257.0492126759,3328.80414017291,934919.700770135,100,5,5,0,0.2,1
12860.2365611547,2970.4659249568,728040.461144439,100,5,5,0,0.2,1
8859.09521888339,2728.41967090699,628191.173524232,100,5,5,0,0.2,1
3776.48541163728,2513.61186401194,526284.51716842,100,5,5,0,0.2,1
15508.7222209412,2973.95990788024,805216.856407042,100,5,5,0,0.2,1
10606.5356872264,2627.38984865116,552936.007897118,100,5,5,0,0.2,1
18425.0081242031,2825.74881999212,751659.202384485,100,5,5,0,0.2,1
19529.5958761351,3473.99175735458,1050161.94799739,100,5,5,0,0.2,1
18293.6861564593,3537.79926854711,972765.103787226,100,5,5,0,0.2,1
12845.3908947321,2886.29361644444,678837.26724685,100,5,5,0,0.2,1
10413.5720568544,2635.98723072226,549963.942205989,100,5,5,0,0.2,1
10881.2700367286,2751.75724459847,619700.172896995,100,5,5,0,0.2,1
7527.79224175193,2700.39320992183,571982.558297233,100,5,5,0,0.2,1
14131.2529243525,2925.19638797746,751540.351690415,100,5,5,0,0.2,1
12267.2357416316,3042.74234633817,739699.718782895,100,5,5,0,0.2,1
18228.4711790936,2942.29332610779,790597.566502504,100,5,5,0,0.2,1
20425.1211751386,3615.76738438356,1059292.34054791,100,5,5,0,0.2,1
22920.7004186208,3503.69907679125,1084900.08099598,100,5,5,0,0.2,1
14025.0680682423,2997.13375594636,737494.608691206,100,5,5,0,0.2,1
9707.62885547905,2500.32340392244,495058.01567813,100,5,5,0,0.2,1
27460.2313224477,3689.21233728886,1177745.3240687,100,5,5,0,0.2,1
7855.05094843774,2718.07192870443,569766.510276387,100,5,5,0,0.2,1
13348.312305491,2978.68972723207,706304.545150092,100,5,5,0,0.2,1
10429.6399631892,2772.69630908733,598173.11806676,100,5,5,0,0.2,1
26723.2143687259,3826.33877699022,1188820.47117512,100,5,5,0,0.2,1
10394.6407040873,2879.58860176996,677700.337833611,100,5,5,0,0.2,1
11437.0575894172,2678.93536157239,604875.230333642,100,5,5,0,0.2,1
21339.9580690905,3043.94261284971,793914.528306172,100,5,5,0,0.2,1
15216.0502242631,2845.33794055822,704391.297974559,100,5,5,0,0.2,1
13673.4179630241,2910.40897835793,707701.542452151,100,5,5,0,0.2,1
10327.053056002,2508.47940414677,519055.721334779,100,5,5,0,0.2,1
18779.7720505405,2668.6668765157,589079.68023437,100,5,5,0,0.2,1
9359.17084390613,2831.45156333376,613883.339303097,100,5,5,0,0.2,1
11261.9309579004,2894.55000983157,659306.438017615,100,5,5,0,0.2,1
9775.08975298767,2573.06107524429,569948.650342566,100,5,5,0,0.2,1
6992.37276422805,2465.60275989585,469188.807611114,100,5,5,0,0.2,1
12900.539950237,2768.06414442429,652901.689589949,100,5,5,0,0.2,1
6795.37225778441,3082.14565722973,752708.33553169,100,5,5,0,0.2,1
14709.4545977276,3037.62099301046,797285.890616984,100,5,5,0,0.2,1
12236.1128328207,2624.83915217903,580483.279157509,100,5,5,0,0.2,1
10379.8352923189,2644.69784929116,579718.325003053,100,5,5,0,0.2,1
9605.88628757255,2907.30118325048,680384.919774748,100,5,5,0,0.2,1
7944.04071397321,2350.94953055884,462832.962369031,100,5,5,0,0.2,1
17640.721702993,3161.80243650365,817962.464518531,100,5,5,0,0.2,1
13258.6264874834,2899.22718256209,696428.34846165,100,5,5,0,0.2,1
14791.9464345571,3239.59812322338,860794.850370482,100,5,5,0,0.2,1
11634.4458390395,2811.20281546684,718882.462794616,100,5,5,0,0.2,1
13972.2080662007,2923.41695167627,683083.957032246,100,5,5,0,0.2,1
13626.5306844672,2999.02004126174,716582.219425527,100,5,5,0,0.2,1
11793.858006258,2942.256431206,679381.509821715,100,5,5,0,0.2,1
10935.7122892602,2725.25500816748,573489.161782641,100,5,5,0,0.2,1
15128.1222242691,2948.16983045628,696595.062591415,100,5,5,0,0.2,1
15919.4082039844,3669.76321001997,1086936.19217298,100,5,5,0,0.2,1
15217.9476923173,2995.47407661841,719902.70622613,100,5,5,0,0.2,1
8770.45161258484,3205.40304158986,805084.337037788,100,5,5,0,0.2,1
18893.5438677833,2908.48228332963,742273.477505465,100,5,5,0,0.2,1
13657.5373144707,2974.91661042274,718522.964625069,100,5,5,0,0.2,1
15169.2132584844,3254.71731623419,883656.984089238,100,5,5,0,0.2,1
13129.4769309035,3091.52699979208,743744.120679497,100,5,5,0,0.2,1
6143.29309255634,2648.19281755113,569181.188979076,100,5,5,0,0.2,1
10732.7745156376,2806.44616730087,645407.020524524,100,5,5,0,0.2,1
14423.6569245667,3433.95204215945,960985.312144222,100,5,5,0,0.2,1
7588.10963848326,2883.9929055085,637017.787567188,100,5,5,0,0.2,1
12955.2252241675,2853.32434513256,675350.382329821,100,5,5,0,0.2,1
11340.5410532526,2802.76650778279,626251.655257871,100,5,5,0,0.2,1
23124.5483594518,3445.74138853634,1097964.37385946,100,5,5,0,0.2,1
15298.9904505302,3576.4279649317,1022212.01240379,100,5,5,0,0.2,1
17237.0245812579,3088.67044650805,737636.531538826,100,5,5,0,0.2,1
14537.7992088347,3261.90584162171,850216.654875338,100,5,5,0,0.2,1
18258.4327340859,3659.61978755441,1082446.57823664,100,5,5,0,0.2,1
18351.7223307194,3339.90056646819,947488.88594637,100,5,5,0,0.2,1
30338.8298330295,3694.47525378155,1175788.35706502,100,5,5,0,0.2,1
6106.91011555128,2226.84457640778,406808.820184388,100,5,5,0,0.2,1
7394.41816161083,2625.53281279047,542512.946637523,100,5,5,0,0.2,1
20465.4177960172,2972.80389977401,764616.988089706,100,5,5,0,0.2,1
15216.0030996205,3022.91929423335,783211.842009139,100,5,5,0,0.2,1
16614.3891296652,3046.44627570073,781151.557891426,100,5,5,0,0.2,1
15170.109774598,2904.18510279176,672950.448468595,100,5,5,0,0.2,1
10247.168383476,2592.68569371925,520081.282147443,100,5,5,0,0.2,1
14199.9989467137,2775.61081110712,664135.282563759,100,5,5,0,0.2,1
8748.57525777135,2646.59926198997,529168.732510372,100,5,5,0,0.2,1
8603.76919223836,2691.83754766046,567360.315763766,100,5,5,0,0.2,1
17017.1491135157,2872.64607080859,678109.593805475,100,5,5,0,0.2,1
9322.70722488236,2842.01440279756,664932.350757331,100,5,5,0,0.2,1
15915.4167018174,2797.7296908223,653598.982399652,100,5,5,0,0.2,1
11862.7207383586,2989.07880536563,738146.803226469,100,5,5,0,0.2,1
22355.7883919494,3587.54656906115,1088975.13526694,100,5,5,0,0.2,1
16427.2651856913,3427.33278379898,973721.580505096,100,5,5,0,0.2,1
9214.39821869758,2832.56886079757,654256.122509368,100,5,5,0,0.2,1
15204.464177738,3024.92867410455,746072.084590476,100,5,5,0,0.2,1
14065.1753495329,3324.63435644523,915049.269418688,100,5,5,0,0.2,1
7023.48103356611,2679.10309412545,584746.409950534,100,5,5,0,0.2,1
7738.59966450027,2710.67211576364,597152.891113448,100,5,5,0,0.2,1
14883.5326888036,3523.17764624466,1008826.63033501,100,5,5,0,0.2,1
12556.3777802635,3357.06528640875,952166.528386972,100,5,5,0,0.2,1
5403.94649247519,2538.79581285922,507656.106680017,100,5,5,0,0.2,1
22811.2529752558,3287.91348277926,968484.394926722,100,5,5,0,0.2,1
9815.60711412631,2818.15407616299,645027.627528641,100,5,5,0,0.2,1
12503.6127887343,2822.81546651396,676336.697705485,100,5,5,0,0.2,1
9714.80091589338,2760.89958637616,657099.961355913,100,5,5,0,0.2,1
12820.5099272568,3404.98080315683,973000.144285999,100,5,5,0,0.2,1
8785.24528874481,2583.34704846487,564247.145194748,100,5,5,0,0.2,1
10386.251399294,2753.0302818891,624475.54351672,100,5,5,0,0.2,1
11028.2325965355,3070.79614461825,770947.017862734,100,5,5,0,0.2,1
8335.759494154,2726.98025549096,580090.457386517,100,5,5,0,0.2,1
16749.9007759657,2981.79370712148,758086.213898836,100,5,5,0,0.2,1
13757.1318359391,3356.04444214872,874387.346023176,100,5,5,0,0.2,1
11686.837617239,2871.1969710394,667818.067671402,100,5,5,0,0.2,1
11761.8973826018,2785.11393417488,636961.061930953,100,5,5,0,0.2,1
13131.7278003809,3190.20711713451,808104.632247874,100,5,5,0,0.2,1
25444.9908041386,3400.41685539933,1004653.52444255,100,5,5,0,0.2,1
14420.3462490348,3144.45956872965,785630.037441845,100,5,5,0,0.2,1
13551.108819112,3176.19573414388,848735.161525832,100,5,5,0,0.2,1
15948.7091346834,2981.61070679777,727042.959382952,100,5,5,0,0.2,1
19539.521670233,3378.00326431891,935155.093186032,100,5,5,0,0.2,1
13280.2492438014,3158.44470740353,801815.069118122,100,5,5,0,0.2,1
16704.6592115429,3177.80953551638,833073.782115509,100,5,5,0,0.2,1
7881.93139154461,2807.07675139157,621791.98981381,100,5,5,0,0.2,1
16774.6693466353,3013.33683093556,750531.993119299,100,5,5,0,0.2,1
13839.6659237791,2947.50314429583,725308.886478829,100,5,5,0,0.2,1
15159.8807013783,3092.28668999386,811762.252335107,100,5,5,0,0.2,1
12405.0190298309,2844.96678547643,644775.456339323,100,5,5,0,0.2,1
18276.0230599697,3071.85285178764,777944.533524639,100,5,5,0,0.2,1
14059.9331455125,2955.62221009453,765844.370327731,100,5,5,0,0.2,1
19128.3735816793,3768.15756622175,1145727.34466745,100,5,5,0,0.2,1
13284.215320078,3477.36218527197,1011725.66622654,100,5,5,0,0.2,1
13375.7104174078,2952.68107460045,705047.684630224,100,5,5,0,0.2,1
10451.5675028881,2742.03325253589,604238.608336226,100,5,5,0,0.2,1
7128.09253812223,2516.92629017663,493750.110316464,100,5,5,0,0.2,1
12087.4023628021,3251.15271143072,843553.338581561,100,5,5,0,0.2,1
20296.6135342634,3455.31516886907,1001798.22538534,100,5,5,0,0.2,1
13715.6553130962,3202.31554102746,846305.402694094,100,5,5,0,0.2,1
19575.3962996169,3322.7963639799,920056.89052943,100,5,5,0,0.2,1
12436.1911034078,3168.61114074602,808635.716571443,100,5,5,0,0.2,1
21295.1528972167,3094.74813076468,844105.675761652,100,5,5,0,0.2,1
8329.10271959309,2763.95002452618,641782.02840739,100,5,5,0,0.2,1
14825.4479730336,3195.91174452142,838814.452711116,100,5,5,0,0.2,1
14059.0317972976,3095.88723966989,864800.509427089,100,5,5,0,0.2,1
16129.1807117845,3119.15567525564,810776.456210912,100,5,5,0,0.2,1
11804.345572249,3115.05873602122,793317.909445603,100,5,5,0,0.2,1
16501.4114571457,3102.23464729189,847250.528395287,100,5,5,0,0.2,1
14952.9667548284,3086.49734477822,773290.746040397,100,5,5,0,0.2,1
11013.6652306287,2943.49747462815,675608.919426323,100,5,5,0,0.2,1
8260.51373682493,2721.28038573058,595127.75840235,100,5,5,0,0.2,1
9801.34284486415,2703.40141703303,588675.158636639,100,5,5,0,0.2,1
13611.0741658504,3690.88622179755,1090729.39501241,100,5,5,0,0.2,1
17680.029541574,2900.60391949387,708086.187215547,100,5,5,0,0.2,1
6276.82612613979,2845.92497344238,660961.209135315,100,5,5,0,0.2,1
13477.2078854394,2866.49932182624,664551.627402741,100,5,5,0,0.2,1
11135.9303812632,2792.44700618224,627901.156374451,100,5,5,0,0.2,1
9929.92511808511,2820.77834340443,649976.887070099,100,5,5,0,0.2,1
13029.5705493218,2895.93027405732,680773.892679371,100,5,5,0,0.2,1
19063.37751907,3315.37952784623,969427.775299157,100,5,5,0,0.2,1
11125.5190488034,2965.50545489663,699335.144813812,100,5,5,0,0.2,1
14733.9056759309,2681.9689551775,586882.519357401,100,5,5,0,0.2,1
8461.87695893327,2715.31497597985,615371.666956886,100,5,5,0,0.2,1
11296.6539070487,3016.49504037011,726895.258430389,100,5,5,0,0.2,1
11352.676553092,2592.8861542102,560712.19205727,100,5,5,0,0.2,1
11728.7759517575,2811.89326290623,635382.633578739,100,5,5,0,0.2,1
9926.86089373142,2509.7713798463,541396.616102379,100,5,5,0,0.2,1
15484.2652001443,3008.85329350005,766892.918948909,100,5,5,0,0.2,1
13760.6004442953,2853.15508638544,716718.062108824,100,5,5,0,0.2,1
22203.0837734564,3673.69600103143,1161289.6591691,100,5,5,0,0.2,1
9257.01210214335,2856.48982795269,669018.934266293,100,5,5,0,0.2,1
9182.64125211173,2465.49202916227,469527.539213519,100,5,5,0,0.2,1
15040.0123719297,3151.23052289286,802531.305454216,100,5,5,0,0.2,1
28032.0251982937,4057.51198927369,1453828.0311933,100,5,5,0,0.2,1
10177.6429770651,2626.3130138114,581994.055113055,100,5,5,0,0.2,1
9080.02676872259,2770.00848665286,624534.731962737,100,5,5,0,0.2,1
10655.1435210231,3255.73456411318,858193.739331834,100,5,5,0,0.2,1
18498.3560769772,3772.38834982683,1189943.90907856,100,5,5,0,0.2,1
13641.2940124102,2789.54093697851,662699.16981162,100,5,5,0,0.2,1
8878.85977192623,2592.36489751543,532495.424609963,100,5,5,0,0.2,1
10994.7294712777,2991.77361224102,699303.648950822,100,5,5,0,0.2,1
14420.5126302281,3212.84839733602,835643.01028296,100,5,5,0,0.2,1
26333.8298611,3671.20679403716,1314587.00770521,100,5,5,0,0.2,1
16609.6827810842,3109.09177102347,826230.219003164,100,5,5,0,0.2,1
21460.7000126988,3536.44524612862,1155639.98163024,100,5,5,0,0.2,1
16204.7065706934,3349.73244023576,925782.920424734,100,5,5,0,0.2,1
17770.7511422443,3258.13097570788,882503.508704724,100,5,5,0,0.2,1
12536.2897967535,3197.02702743012,845900.362400672,100,5,5,0,0.2,1
11971.9030189319,2743.36628696212,621953.781638231,100,5,5,0,0.2,1
12390.8025687049,3136.96506050612,779393.947537469,100,5,5,0,0.2,1
10763.9424736201,2535.64210642748,515463.423042192,100,5,5,0,0.2,1
13003.0437008229,2850.74378504152,707857.856484619,100,5,5,0,0.2,1
19344.4369672533,3064.8313334621,797014.73506392,100,5,5,0,0.2,1
10576.1704017807,2924.32777689107,673136.467029593,100,5,5,0,0.2,1
9363.71625853301,2712.73325276776,620075.935470545,100,5,5,0,0.2,1
8178.65205369788,2518.11703370884,512429.967208855,100,5,5,0,0.2,1
6686.03458518393,2534.26781953774,520826.808784344,100,5,5,0,0.2,1
13155.9287589044,2956.52541650498,701931.78160381,100,5,5,0,0.2,1
14691.8756842977,3037.93851451708,736627.982473091,100,5,5,0,0.2,1
11143.9574066168,3103.45100449726,774035.42663604,100,5,5,0,0.2,1
9430.05233999778,2827.16406624824,637080.217703285,100,5,5,0,0.2,1
9936.25327485179,2906.95607582692,674530.329128426,100,5,5,0,0.2,1
10359.4825762036,3162.70462801548,797530.826607053,100,5,5,0,0.2,1
11323.0121985763,2751.37044630382,608458.973731523,100,5,5,0,0.2,1
10937.7901572525,3153.71551944673,808153.287023042,100,5,5,0,0.2,1
14438.7498610256,3051.7560505471,794297.905659281,100,5,5,0,0.2,1
12403.2042324415,2972.26837008414,739129.143636469,100,5,5,0,0.2,1
11814.3470621071,2892.05894041285,698954.717681646,100,5,5,0,0.2,1
11043.1620610026,3139.82117240568,788885.505622688,100,5,5,0,0.2,1
13044.0941432056,2998.86594512597,754613.974432636,100,5,5,0,0.2,1
11398.2689405333,2668.00877784325,568476.500740797,100,5,5,0,0.2,1
9164.36174329876,2758.35406918253,642267.07114756,100,5,5,0,0.2,1
15644.2886345935,3406.85957406052,943820.734327178,100,5,5,0,0.2,1
15834.7109051239,2993.34893846717,758129.769534537,100,5,5,0,0.2,1
10854.3340135068,3014.76660739731,723582.73623011,100,5,5,0,0.2,1
8325.28775705596,2897.81440898174,673080.960671565,100,5,5,0,0.2,1
7827.97553927182,2919.74840663415,644069.662142419,100,5,5,0,0.2,1
16377.9055941578,3094.91131280453,779151.871905127,100,5,5,0,0.2,1
6979.48861721207,2657.35532864315,535142.821282419,100,5,5,0,0.2,1
17759.2640654337,3348.17781860826,1019600.28611183,100,5,5,0,0.2,1
12080.7350826241,3120.92722444439,743599.48502534,100,5,5,0,0.2,1
11657.3777157974,2987.93477032523,727131.007471308,100,5,5,0,0.2,1
9242.97652001076,2410.05064652308,497674.736594982,100,5,5,0,0.2,1
18051.8606544272,3398.79791727519,980620.191746874,100,5,5,0,0.2,1
15417.0652896044,3028.57851095299,762223.759516955,100,5,5,0,0.2,1
5602.2794449687,2470.9656821295,471476.989789054,100,5,5,0,0.2,1
6667.3707271407,2683.29569556044,575017.28076512,100,5,5,0,0.2,1
15588.3041346884,3430.47297389998,957412.041702148,100,5,5,0,0.2,1
9520.71098029434,2702.77574425896,585604.069899554,100,5,5,0,0.2,1
15044.3125155446,3048.12995099037,781067.026412452,100,5,5,0,0.2,1
22887.0261579153,3573.98964615892,1109291.83469564,100,5,5,0,0.2,1
10837.2406753789,2886.79706617842,667372.758896737,100,5,5,0,0.2,1
11080.4090185439,3276.34585005004,889630.382157087,100,5,5,0,0.2,1
10663.592777819,2758.99795904072,660733.22243531,100,5,5,0,0.2,1
10072.496290157,2818.08766551358,615803.22659601,100,5,5,0,0.2,1
23416.5247759343,3697.22879247816,1267718.29805306,100,5,5,0,0.2,1
9559.53348324867,2571.26315364092,553835.747845957,100,5,5,0,0.2,1
11322.4420513673,2811.30828152394,656063.984379097,100,5,5,0,0.2,1
10000.3019599174,3190.99844227113,789980.272383146,100,5,5,0,0.2,1
11358.7899173076,3325.90944438686,854412.627803246,100,5,5,0,0.2,1
9238.48657732821,2910.73006652509,678910.111411567,100,5,5,0,0.2,1
7369.87514906859,2660.84462595325,578927.065214628,100,5,5,0,0.2,1
9296.05270921198,2443.09303599255,493392.389159867,100,5,5,0,0.2,1
9685.21094010428,3084.3577176068,751409.882513536,100,5,5,0,0.2,1
9346.73742515994,3048.78702971675,733349.018068082,100,5,5,0,0.2,1
12319.0483893442,3013.12802890101,756797.4173692,100,5,5,0,0.2,1
14761.3120066605,2929.5774023469,696798.897940782,100,5,5,0,0.2,1
14732.2123981485,2734.30014897661,611976.069641647,100,5,5,0,0.2,1
7087.45751011464,2302.00522641658,436053.598643171,100,5,5,0,0.2,1
12857.1890130411,2759.73462225507,694061.698717588,100,5,5,0,0.2,1
10033.647903286,2839.54397466894,700520.292223864,100,5,5,0,0.2,1
13033.1993538962,3442.32795193468,1003208.54758341,100,5,5,0,0.2,1
13410.9681342789,3168.35246837117,811040.061891244,100,5,5,0,0.2,1
12182.1902905782,2928.129758995,690139.754462465,100,5,5,0,0.2,1
12548.5466575197,3073.31038625484,751066.134766615,100,5,5,0,0.2,1
10350.8368971718,2932.60328493481,711581.346424995,100,5,5,0,0.2,1
10309.3925744483,3230.99950667423,855620.185807705,100,5,5,0,0.2,1
6736.77035370557,2624.36992371317,540623.852001396,100,5,5,0,0.2,1
16828.9392665455,3670.66093778911,1176017.09649983,100,5,5,0,0.2,1
15405.4814279692,3080.1387299316,816624.613623471,100,5,5,0,0.2,1
13996.4144864285,3185.58370089579,862325.104324078,100,5,5,0,0.2,1
10061.4148383834,2532.49357187911,529968.785962921,100,5,5,0,0.2,1
13100.8579951397,3187.8493851391,794756.859767441,100,5,5,0,0.2,1
11561.9082541971,3431.10819084503,930514.500327,100,5,5,0,0.2,1
16554.3492546323,3237.16509796909,865381.502116722,100,5,5,0,0.2,1
8188.53294358375,2610.77636291301,573153.661512424,100,5,5,0,0.2,1
13278.8218326756,2735.24091884793,662431.573468628,100,5,5,0,0.2,1
12150.7678392108,2869.08006426448,677712.227869753,100,5,5,0,0.2,1
8574.02589324292,2785.22273135297,621153.994371041,100,5,5,0,0.2,1
15381.5467306554,3324.18439594738,907060.758987492,100,5,5,0,0.2,1
8253.23224288777,3109.25730574801,757422.566419875,100,5,5,0,0.2,1
8897.10175898517,2395.86892705148,472748.529358851,100,5,5,0,0.2,1
16748.3498314186,3128.45866927059,907597.487229013,100,5,5,0,0.2,1
8065.67633606106,2927.07090068062,693621.340080529,100,5,5,0,0.2,1
17322.5997344471,3243.37925963204,850459.681957544,100,5,5,0,0.2,1
18236.7178837752,3155.6864094722,870492.101104991,100,5,5,0,0.2,1
15355.3645426396,3228.19486619729,818493.226940777,100,5,5,0,0.2,1
9846.61728157709,3441.74060683618,930626.402305357,100,5,5,0,0.2,1
10070.1389440654,2696.98664693372,581219.453397807,100,5,5,0,0.2,1
13646.0468714464,2945.6472720034,697235.663282309,100,5,5,0,0.2,1
11871.9530095424,3160.72031102639,777653.564928062,100,5,5,0,0.2,1
10226.8252093595,3017.59036383982,781335.449597393,100,5,5,0,0.2,1
9458.31314517619,2734.87873506379,594449.430112938,100,5,5,0,0.2,1
11831.7307181835,3164.37312889956,851333.521182107,100,5,5,0,0.2,1
10762.3718459732,3148.76173263398,804515.545876426,100,5,5,0,0.2,1
18764.0728859012,3507.41025012356,1001254.76827295,100,5,5,0,0.2,1
10752.7202870051,2771.18507881947,596410.965387973,100,5,5,0,0.2,1
15547.7283914069,3081.65312277359,736547.320610413,100,5,5,0,0.2,1
17037.1639157833,3550.22423129753,1087104.99824478,100,5,5,0,0.2,1
12792.627135621,2838.2186562195,677974.740170087,100,5,5,0,0.2,1
6186.21000311772,2624.45437159741,571680.995249989,100,5,5,0,0.2,1
21817.7883924244,3479.35925721677,1008165.19353316,100,5,5,0,0.2,1
9302.02715496899,2631.23828138376,585921.413459547,100,5,5,0,0.2,1
10202.2894378974,2714.2474875824,603168.708019191,100,5,5,0,0.2,1
6130.64351331948,2330.58049521178,438719.180934413,100,5,5,0,0.2,1
10290.0151123748,2845.8763163114,632309.195422875,100,5,5,0,0.2,1
12777.7036476324,3061.01875363531,761694.241211078,100,5,5,0,0.2,1
12333.1976550408,2879.08070504818,681246.005086738,100,5,5,0,0.2,1
9510.24221115825,2571.81220428993,560009.612518793,100,5,5,0,0.2,1
13995.5950617528,3100.83823592643,786465.653246963,100,5,5,0,0.2,1
20595.0673877188,3396.37199615583,934408.371740411,100,5,5,0,0.2,1
7209.65355039356,2248.53669402002,413306.895671145,100,5,5,0,0.2,1
11869.9036303329,2863.31899066943,658182.422361519,100,5,5,0,0.2,1
11002.0561810633,3133.43738805725,807259.104978514,100,5,5,0,0.2,1
8800.25253824936,2609.39665527431,546184.382549516,100,5,5,0,0.2,1
8672.31796241129,2473.78980865502,480658.59135642,100,5,5,0,0.2,1
14148.744354298,3104.3251526302,775310.253214201,100,5,5,0,0.2,1
11948.0680564628,2701.35496307349,586091.893693903,100,5,5,0,0.2,1
13749.4853506369,3157.9770386175,793336.904959621,100,5,5,0,0.2,1
14081.4563722573,3051.54196319457,761203.75090373,100,5,5,0,0.2,1
13489.6590675391,2964.37519450183,723284.210609784,100,5,5,0,0.2,1
12732.7198543819,2634.01416331878,583567.980694123,100,5,5,0,0.2,1
5220.73582113724,2298.11041599058,437202.242849388,100,5,5,0,0.2,1
