"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23","semidef_pos"
4167.61916198692,4167.97747481548,335.632454968673,43653.3118074126,0,1660709.38718499,175.367247603247,198.576279280847,7233.97229502642,47645.5637217963,3969.40119553463,1667639.7083131,100,5,5,5,0,0,0,0.6,0,0,0
3361.35829980509,3355.87112449117,228.357742061704,35872.2857892927,0,1129914.10772131,91.1646480197616,157.217075496059,4736.86244729804,39142.479441078,3198.65404899511,1134444.00880027,100,5,5,5,0,0,0,0.6,0,0,0
4102.55721572065,4093.05277659236,358.331111133768,51748.8174619714,0,1773022.33788988,115.545757604669,189.639255035825,7173.08232438886,55735.8289200874,3903.41352155654,1779870.29348563,100,5,5,5,0,0,0,0.6,0,0,0
3461.0370606823,3462.43589894358,213.474077108656,28019.6014320197,0,1056269.73353363,159.26697043652,168.840408030757,4889.8972512659,31321.3715222655,3293.59549091283,1060966.97618363,100,5,5,5,0,0,0,0.6,0,0,0
3128.33481078518,3127.54421810611,192.946241799893,36179.7377612419,0,954698.004425873,173.64486839411,150.554095664071,4157.03637392218,39134.427703633,2976.99012244204,958680.670696281,100,5,5,5,0,0,0,0.6,0,0,0
4217.65880197326,4167.08703382474,384.974801710715,53844.4539310158,0,1904855.31886462,44.9336034587981,194.783737389426,7637.91295978024,58017.1791295303,3972.30329643531,1912144.24707045,100,5,5,5,0,0,0,0.6,0,0,0
4063.32749525198,4063.24102857792,318.102284232928,44029.772041726,0,1573970.10238453,245.065074296943,185.770914947274,6614.32481924732,47848.0344626811,3877.47011363064,1580295.41211962,100,5,5,5,0,0,0,0.6,0,0,0
3388.5424137468,3296.37153652146,202.036463979287,30383.1747538534,0,999676.423769512,481.051457466922,155.605933593241,4399.52171447097,33290.6657101332,3140.76560292822,1003892.98337024,100,5,5,5,0,0,0,0.6,0,0,0
2904.93556417645,2896.46485598334,145.553045069826,23970.8027643939,0,720196.4670055,74.0893416188028,138.797211232037,3320.50594908443,26801.6489869516,2757.6676447513,723385.369574189,100,5,5,5,0,0,0,0.6,0,0,0
3548.89104435603,3540.30362466443,232.181203819686,35079.9696357667,0,1148832.5964998,86.1758314043058,167.601312630202,5077.35977562732,38542.6848487184,3372.70231203423,1153699.75842595,100,5,5,5,0,0,0,0.6,0,0,0
3393.09927347027,3413.74186757519,224.094339221298,34106.1203560303,0,1108818.79046698,193.196535972868,161.093563320536,4800.63777461131,37306.0230935277,3252.64830425466,1113416.48380593,100,5,5,5,0,0,0,0.6,0,0,0
3138.55903945447,3084.25554297547,175.435026025282,28706.0246531173,0,868052.508773097,371.364273042345,145.856957435946,3840.31790712628,31473.2194195294,2938.39858553952,871733.98458482,100,5,5,5,0,0,0,0.6,0,0,0
3867.71303009415,3866.86715130866,338.769996879184,53439.0757360572,0,1676233.9445582,225.67116116871,180.75854898498,6655.13942278561,57081.1176049826,3686.10860232368,1682581.98591421,100,5,5,5,0,0,0,0.6,0,0,0
3818.37981136251,3807.85793947508,306.0707237299,46885.2137653537,0,1514437.94101555,105.354074153985,186.857844327439,6494.49542217732,50598.2395025623,3621.00009514764,1520656.4045004,100,5,5,5,0,0,0,0.6,0,0,0
3735.03913925038,3734.27385038243,264.018740513024,37366.7700508982,0,1306364.72805844,151.07440634237,174.0668223276,5633.73560542424,40950.7347838062,3560.20702805484,1311759.05849217,100,5,5,5,0,0,0,0.6,0,0,0
3934.78669109857,3934.77349816096,279.857917097955,37425.8833118627,0,1384736.97380068,188.45415303029,185.316659435788,6162.64024667956,41172.215849931,3749.45683872517,1390646.11715681,100,5,5,5,0,0,0,0.6,0,0,0
2816.8155867794,2816.4204343237,141.226698978007,24194.4356980358,0,698789.70654318,114.586397644069,135.097790792829,3185.18628275557,26896.6648871712,2681.32264353087,701847.214825014,100,5,5,5,0,0,0,0.6,0,0,0
2660.51089561417,2662.04976310235,123.125575864671,20256.5733339649,0,609225.349378394,168.425097991649,126.586315205425,2787.39383956965,22748.6591315875,2535.46344789693,611901.327425419,100,5,5,5,0,0,0,0.6,0,0,0
3284.55305501305,3304.98272183406,203.407926681053,33344.820449594,0,1006462.42121785,125.809700633757,162.355162702096,4587.85655013951,36503.5638039734,3142.62755913196,1010866.85440995,100,5,5,5,0,0,0,0.6,0,0,0
3136.44387996186,3131.8146546782,188.801751362248,33875.821535054,0,934191.065740403,95.0212661854394,141.968529242094,3896.68174002275,36917.2441488304,2989.84612543611,937916.062902278,100,5,5,5,0,0,0,0.6,0,0,0
3876.79626906339,3886.68397971347,330.904705370128,51058.3547717478,0,1637316.48217139,231.248654746445,186.325909161404,6759.60554662781,54703.9023860648,3700.35807055207,1643776.90986278,100,5,5,5,0,0,0,0.6,0,0,0
3350.73758300288,3349.59707381351,194.562871548982,29714.9324140084,0,962697.08842436,129.73901804869,154.590661594874,4290.621719403,32935.9309789626,3195.00641221864,966811.106210183,100,5,5,5,0,0,0,0.6,0,0,0
3964.62213991779,3943.31695345794,308.26473706653,44128.7051567156,0,1525293.91900519,80.7014972424426,186.375451356329,6515.05733235556,48012.6257993909,3756.94150210162,1531529.85101797,100,5,5,5,0,0,0,0.6,0,0,0
4101.84885987577,4111.81426352867,378.255386224702,56314.0357668902,0,1871607.65103982,250.030090073978,199.674341944302,7733.09003047741,60165.854536692,3912.13992158437,1878999.22270112,100,5,5,5,0,0,0,0.6,0,0,0
3375.71967940844,3391.66691619583,240.559035849386,41014.0809853244,0,1190286.10938276,120.420309591273,166.936580789451,5143.87305745225,44269.3803551415,3224.73033540638,1195213.10385643,100,5,5,5,0,0,0,0.6,0,0,0
3074.87492956397,3002.14408509238,171.126135703175,27048.6304036684,0,846732.119459308,415.162751419047,144.577461256876,3756.50604281107,29708.3425818134,2857.5666238355,850333.981574833,100,5,5,5,0,0,0,0.6,0,0,0
3756.18466990655,3685.96697040804,318.130779344032,52193.9873231867,0,1574111.09619427,468.542955817277,180.337842571934,6407.24162381053,55481.629037276,3505.62912783611,1580231.33646494,100,5,5,5,0,0,0,0.6,0,0,0
2903.17727051958,2908.28300958249,150.684260219032,25018.4170587346,0,745585.719563768,146.153882496268,138.323236759113,3371.25072526693,27775.4404467579,2769.95977282338,748820.619664527,100,5,5,5,0,0,0,0.6,0,0,0
3365.92043447372,3371.50441958658,246.304893047399,43579.149251171,0,1218716.61079853,135.601364341293,161.697434124323,5055.22562079733,46809.4683213034,3209.80698546226,1223549.15710363,100,5,5,5,0,0,0,0.6,0,0,0
4225.48210308026,4164.56053274651,329.380819712462,41254.9554980657,0,1629776.29593726,487.878293082207,200.894368496425,7239.77427267894,44992.5593080638,3963.66616425008,1636718.46741398,100,5,5,5,0,0,0,0.6,0,0,0
3531.09904192205,3527.1504825322,233.899574570492,35969.2922303602,0,1157335.09497479,229.480065756108,174.415864741553,5282.81787828079,39270.9112065262,3352.73461779065,1162407.14571743,100,5,5,5,0,0,0,0.6,0,0,0
3267.48012061052,3231.9369486208,244.22928907999,45230.1898808119,0,1208446.52236779,35.5140736729893,150.460965193959,4707.09679391169,48462.1559277494,3081.47598342684,1212932.1297807,100,5,5,5,0,0,0,0.6,0,0,0
3872.54780243133,3851.86491038688,265.723830300565,33473.7438364604,0,1314801.51232719,69.6833675519054,183.839253746016,5948.5544261261,37276.6082713398,3668.02565664087,1320509.70750449,100,5,5,5,0,0,0,0.6,0,0,0
3862.49579564574,3865.52966231088,310.434014639293,43792.3127448267,0,1536027.50443522,153.007941387761,184.926381711874,6488.12750186016,47501.8005990846,3680.603280599,1542234.90015944,100,5,5,5,0,0,0,0.6,0,0,0
3480.77886224353,3478.27478006125,249.412762489079,41183.8774770356,0,1234094.34879597,129.718150095416,168.505047255247,5290.40151967879,44534.9381891837,3309.769732806,1239159.50315937,100,5,5,5,0,0,0,0.6,0,0,0
3574.43495173714,3574.35831808084,248.716653325459,37152.4089340637,0,1230650.00065437,156.371347779924,174.832424054911,5472.52079400678,40570.472538021,3399.52589402593,1235898.13572751,100,5,5,5,0,0,0,0.6,0,0,0
3515.5476218661,3504.48151367294,225.913522253422,31938.9948810789,0,1117820.10810993,92.0700483223561,167.417476045567,4997.26485926664,35362.4724546226,3337.06403762737,1122613.04430711,100,5,5,5,0,0,0,0.6,0,0,0
3721.82060756348,3720.47182463588,253.313343149635,35165.5112047729,0,1253394.42190439,93.9946397749596,173.734595529728,5502.39361491991,38793.3371725614,3546.73722910615,1258667.16008478,100,5,5,5,0,0,0,0.6,0,0,0
3711.05132151362,3712.19165510256,297.735918169893,48812.5099829053,0,1473197.32310463,140.276124608544,174.385824073768,6005.8227475369,52383.2851798103,3537.80583102879,1478933.38312519,100,5,5,5,0,0,0,0.6,0,0,0
3249.88334315795,3248.87379409455,202.13096217957,34063.902478855,0,1000144.00086451,98.1174351990879,158.765151600643,4476.68876831293,37215.6683868139,3090.1086424939,1004438.3140412,100,5,5,5,0,0,0,0.6,0,0,0
3238.22010690918,3238.94766651539,207.184643505496,35074.9276477593,0,1025149.61606519,222.703415996975,156.445845054295,4474.00544692697,38090.4443386715,3082.5018214611,1029436.45150298,100,5,5,5,0,0,0,0.6,0,0,0
3422.78936184835,3419.28236704994,228.608899295992,38841.3527560842,0,1131156.83371657,103.299881589506,155.64543156473,4703.60650123951,42160.842236343,3263.63693548521,1135652.64383235,100,5,5,5,0,0,0,0.6,0,0,0
3018.99148428828,3020.98672078717,188.021752854134,34084.562507614,0,930331.633122257,61.1223573838515,143.618029502653,3921.96070970334,37042.4316345184,2877.36869128451,934083.449227299,100,5,5,5,0,0,0,0.6,0,0,0
3763.07583785968,3772.22141334431,257.896439184654,33874.0183755627,0,1276071.58108567,113.389608981083,175.842873193018,5618.9170639146,37523.7046044413,3596.37854015129,1281456.64550098,100,5,5,5,0,0,0,0.6,0,0,0
3171.73241063119,3170.33133556038,191.075668146197,32124.0214807907,0,945442.405987381,118.021406615942,147.063776056314,4051.1335026956,35177.7324848059,3023.26755950407,949320.190870807,100,5,5,5,0,0,0,0.6,0,0,0
3419.62938438339,3398.69757327245,214.528137496147,34147.608920186,0,1061485.22433093,64.2244832147091,156.437308469456,4567.02466427943,37503.0138213547,3242.26026480299,1065857.46971957,100,5,5,5,0,0,0,0.6,0,0,0
3370.38249831323,3362.15962200949,214.277277055188,32251.3177684889,0,1060243.96686907,76.298186593204,154.126757294422,4502.00394459026,35545.4020802089,3208.03286471507,1064551.3391606,100,5,5,5,0,0,0,0.6,0,0,0
3845.44953522613,3845.21373141843,301.71168788715,45743.5084158845,0,1492869.43166562,201.903914044933,188.562171534692,6503.61322139847,49387.0540370657,3656.65155988374,1499100.92396574,100,5,5,5,0,0,0,0.6,0,0,0
3267.8768742002,3269.86930317396,210.677879301726,35265.1525707469,0,1042434.14678494,192.028000575851,155.702159251777,4495.87152762856,38341.0014443713,3114.16714392219,1046739.40423257,100,5,5,5,0,0,0,0.6,0,0,0
4024.97300343633,3984.43694182178,308.156074169188,41463.4954171914,0,1524756.25498914,415.65652342447,191.18358558941,6669.47382903241,45072.8118972033,3793.25335623237,1531147.14499426,100,5,5,5,0,0,0,0.6,0,0,0
3786.39135215487,3785.76517690347,275.065030927157,40250.3389791355,0,1361021.77302757,133.394753178275,181.080793641271,5969.16236998704,43903.3355781121,3604.6843832622,1366742.18419846,100,5,5,5,0,0,0,0.6,0,0,0
3413.92955627881,3381.41271650666,219.096153790331,33505.2569348277,0,1084087.76895456,50.3639497601515,163.512369099682,4805.23703825674,36868.8225413464,3217.90034740698,1088695.09916678,100,5,5,5,0,0,0,0.6,0,0,0
3505.81613580896,3442.21504520814,219.439633976494,35265.2030973488,0,1085787.30891569,421.916811512421,160.041781922046,4720.66914925551,38349.1024216454,3282.17326328609,1090308.9436117,100,5,5,5,0,0,0,0.6,0,0,0
3377.06007899818,3378.25054042969,206.30988382233,30986.0854338818,0,1020821.30515289,151.76442384458,164.504000936506,4682.59421853129,34211.3810890354,3213.74653949318,1025317.68201828,100,5,5,5,0,0,0,0.6,0,0,0
4191.82024821652,4193.6337146877,380.626481617914,53751.3699605279,0,1883339.83104544,156.10231963872,194.698813542374,7591.66971938893,57787.0878891057,3998.93490114533,1890586.21715262,100,5,5,5,0,0,0,0.6,0,0,0
3634.63052604999,3619.40029736348,251.334661994594,36060.3007302145,0,1243603.90754925,81.7837402636522,169.95986304627,5364.23622029321,39613.1475160009,3449.44043431721,1248740.41346254,100,5,5,5,0,0,0,0.6,0,0,0
2844.1560355669,2840.75857067595,158.057399945824,29201.4197290672,0,782068.014931937,99.91952053677,139.086909875087,3470.22381369877,31945.6562440973,2701.67166080087,785395.658701328,100,5,5,5,0,0,0,0.6,0,0,0
4152.09277012257,4139.59893715252,334.743707449323,45775.5044120681,0,1656311.86445925,103.552529826752,185.880218335879,6801.70160205645,49824.0446523639,3953.71871881664,1662808.88431608,100,5,5,5,0,0,0,0.6,0,0,0
3887.16970145814,3884.57115429284,282.88543521316,36748.8781899675,0,1399717.13343472,146.815723105573,187.69483763586,6267.5626232752,40489.23216832,3696.87631665698,1405729.14755843,100,5,5,5,0,0,0,0.6,0,0,0
3350.64992201815,3340.74228203455,209.889660921311,29505.2132887185,0,1038534.04223865,90.3443376722868,161.215415653656,4636.56036264905,32765.5188730644,3179.52686638089,1042980.97038383,100,5,5,5,0,0,0,0.6,0,0,0
4072.23558897923,4054.99393082954,416.933715544605,66235.9453357223,0,2062988.02451471,353.967357849406,198.428735232413,8084.81202213848,69954.2135668521,3856.56519559713,2070696.70763199,100,5,5,5,0,0,0,0.6,0,0,0
3327.3517406649,3309.87823444584,237.243896644729,40810.6092325626,0,1173882.80059812,283.89493133334,159.855963420947,4902.46400469726,43854.0660418942,3150.02227102489,1178570.93686742,100,5,5,5,0,0,0,0.6,0,0,0
4076.05312338738,4083.25671760613,322.618127348646,43866.6924308891,0,1596314.4941211,185.548603490789,194.964758429469,6961.88843452238,47757.1969507857,3888.29195917666,1602984.57276075,100,5,5,5,0,0,0,0.6,0,0,0
3280.38031429537,3279.68950668809,217.007194135419,39737.0284594107,0,1073751.59658206,126.392786600013,156.746721296618,4595.99140544198,42891.0159871061,3122.94278539147,1078151.32371193,100,5,5,5,0,0,0,0.6,0,0,0
3232.94302313961,3228.88780191068,190.531340866071,32480.1882448978,0,942749.074605318,210.08150763332,154.609103901731,4236.9318097364,35503.0497604041,3074.27869800895,946813.721530357,100,5,5,5,0,0,0,0.6,0,0,0
3851.74776134819,3852.13618504087,337.202288730798,53490.7521587918,0,1668476.92463999,261.877374264011,190.414066787767,6953.57651611564,57080.622545876,3661.72211825311,1675126.63520651,100,5,5,5,0,0,0,0.6,0,0,0
3064.06634609096,3071.5456080817,176.93035364445,29348.6554051474,0,875451.389832738,124.444800768297,145.936052729629,3858.4521138764,32288.2769504701,2925.60955535207,879149.724312502,100,5,5,5,0,0,0,0.6,0,0,0
3007.93336314987,2995.73705346309,176.055006325493,32438.5708984329,0,871120.171298542,67.9279653377144,135.918283543408,3603.73000755511,35378.576296245,2859.81876991968,874563.821730086,100,5,5,5,0,0,0,0.6,0,0,0
3282.93469268039,3284.85435720607,208.761468056784,36318.5459437427,0,1032951.74394497,122.341270537895,157.77651592255,4530.04781864351,39479.1393658852,3127.07784128352,1037293.08455276,100,5,5,5,0,0,0,0.6,0,0,0
4768.5248803097,4743.4350873453,526.023139260407,68959.7382572115,0,2602762.49306049,95.2610382896971,221.791626920032,10176.45449784,73633.0020992315,4521.64346042527,2612462.11557514,100,5,5,5,0,0,0,0.6,0,0,0
3425.0440999747,3421.47477612667,240.244130204443,42336.1376457883,0,1188727.95625158,215.952114262315,164.715673600361,5078.29302779278,45545.2296315007,3256.75910252631,1193589.13667947,100,5,5,5,0,0,0,0.6,0,0,0
4012.22281797185,4015.03635463024,346.825005704253,51859.8604073291,0,1716090.12822465,229.67311663576,194.212197225939,7197.9027199147,55642.4101086652,3820.8241574043,1722974.7586345,100,5,5,5,0,0,0,0.6,0,0,0
2995.12318621564,3002.56559708376,167.299452512764,29217.832510246,0,827797.691033154,141.759294385529,145.881325117423,3742.28468729745,32071.1964020762,2856.68427196634,831388.932942463,100,5,5,5,0,0,0,0.6,0,0,0
3852.20263543224,3850.50103654163,299.91567120396,39982.4655434017,0,1483982.74111719,146.420065606809,183.592128503912,6328.3089322406,43688.2481132271,3666.90890803771,1490039.73437388,100,5,5,5,0,0,0,0.6,0,0,0
3089.9851282837,3083.77349127286,184.80772229566,33146.4588682466,0,914428.609918926,91.0504421889767,148.916588288428,4022.1108950849,36145.3935543413,2934.85690298443,918283.761961336,100,5,5,5,0,0,0,0.6,0,0,0
4199.86053825009,4191.65167391971,498.580469508501,76235.3447316595,0,2466976.16312806,129.18678310468,204.346846970351,9132.0825268723,80306.0184868049,3987.30482694936,2475658.27769182,100,5,5,5,0,0,0,0.6,0,0,0
2994.91548554493,2930.27707638422,179.067254934373,35026.2912431846,0,886024.777415276,412.317229519895,141.709595726367,3773.94121783306,37608.8894992096,2788.56748065785,889636.970933727,100,5,5,5,0,0,0,0.6,0,0,0
4052.68872265646,4036.83340256229,333.171482631398,48711.9593364159,0,1648532.49606016,97.853256352492,190.910549355946,6942.30605982425,52666.7948027198,3845.92285320635,1655173.14343188,100,5,5,5,0,0,0,0.6,0,0,0
4200.48102552674,4200.6171849928,339.852302226161,44311.4253439803,0,1681589.19141505,148.465892743714,199.55074581153,7316.96161716598,48363.4404767633,4001.06643918127,1688598.59016622,100,5,5,5,0,0,0,0.6,0,0,0
4394.39487404103,4405.00473793404,423.353458042571,57877.2220409662,0,2094752.91039464,189.034746971005,208.172426101115,8555.0616407647,62082.5821680362,4196.83231183293,2102924.6323897,100,5,5,5,0,0,0,0.6,0,0,0
3988.30357339593,3985.89919188055,310.336074822205,43692.56525043,0,1535542.89822027,276.369183102319,190.564810368487,6675.40049341671,47404.4996407237,3795.33438151207,1541937.63681395,100,5,5,5,0,0,0,0.6,0,0,0
2589.29545736548,2589.80613299049,118.501288764031,21632.5655731701,0,586344.376804427,116.31924221806,121.819017958075,2635.22492513975,24105.5417883175,2467.98711503241,588872.248542153,100,5,5,5,0,0,0,0.6,0,0,0
