C_XY,E_C_XY,Var_C_XY,n,p1,p2,r1,r2,r12
1.140622898972191,0.00873975601826167,1.0269897548703918e-5,500,10,10,0.1,0.1,0
1.3738128102561507,0.010256153440257624,1.4904221728005316e-5,500,10,10,0.1,0.1,0
1.0851950708815927,0.00859782441403637,9.291149677364342e-6,500,10,10,0.1,0.1,0
0.9395908100731277,0.007531581279500537,6.96385867605649e-6,500,10,10,0.1,0.1,0
1.348769554878301,0.009449212593068128,1.4379105077067018e-5,500,10,10,0.1,0.1,0
1.034411332037274,0.008245955214384423,8.441072718739736e-6,500,10,10,0.1,0.1,0
1.1652037049546142,0.008689704806195107,1.072172628669807e-5,500,10,10,0.1,0.1,0
1.158788884430572,0.008589667074025415,1.0604960677902128e-5,500,10,10,0.1,0.1,0
1.1754807505473057,0.008913001671156188,1.0908947668662408e-5,500,10,10,0.1,0.1,0
1.202262434028892,0.009230267985482385,1.1409516302449159e-5,500,10,10,0.1,0.1,0
1.2461788513930785,0.009505436677248362,1.2259506165700019e-5,500,10,10,0.1,0.1,0
1.1060452341842968,0.008539530295762035,9.655538481814428e-6,500,10,10,0.1,0.1,0
1.2290162527411297,0.009114569642706042,1.1929234834959533e-5,500,10,10,0.1,0.1,0
1.086818078402891,0.008262346320362168,9.324984306151388e-6,500,10,10,0.1,0.1,0
1.2487023451349148,0.009691780742584206,1.230588765181125e-5,500,10,10,0.1,0.1,0
1.2525773864874947,0.009219336516636705,1.2392397858318181e-5,500,10,10,0.1,0.1,0
1.136430664587013,0.008835409940380484,1.0192234473235089e-5,500,10,10,0.1,0.1,0
1.2885148793918355,0.009620618557160456,1.3110890912118492e-5,500,10,10,0.1,0.1,0
1.2398588740211576,0.009414387644099895,1.2136318800597209e-5,500,10,10,0.1,0.1,0
1.1342430396496381,0.008458402611693139,1.0159528725606278e-5,500,10,10,0.1,0.1,0
1.4473673464347614,0.010656574216034899,1.654632777023727e-5,500,10,10,0.1,0.1,0
1.1306994832921287,0.00853068288251959,1.0094372031942066e-5,500,10,10,0.1,0.1,0
1.2213889139789706,0.009284444299362333,1.177722663442019e-5,500,10,10,0.1,0.1,0
1.3001467138158247,0.00982722560801467,1.3346194211166941e-5,500,10,10,0.1,0.1,0
0.9943751004715802,0.008056200012452846,7.798258690674089e-6,500,10,10,0.1,0.1,0
1.183550100866738,0.008767282529946425,1.106313213139452e-5,500,10,10,0.1,0.1,0
1.2234918437503577,0.009404539843986533,1.1815789958289376e-5,500,10,10,0.1,0.1,0
1.2363035210441942,0.00930638790116632,1.206840908336908e-5,500,10,10,0.1,0.1,0
1.1047803224068535,0.008307478303022307,9.63737342870199e-6,500,10,10,0.1,0.1,0
1.190638052152146,0.009060329384492314,1.1191479810986815e-5,500,10,10,0.1,0.1,0
1.3726701499168283,0.010223152301939181,1.487997355738183e-5,500,10,10,0.1,0.1,0
1.0485657063406593,0.008339869754837139,8.673975671954671e-6,500,10,10,0.1,0.1,0
1.0449924196867872,0.008228092733385392,8.61634377544622e-6,500,10,10,0.1,0.1,0
1.3493517774349413,0.009514400360738669,1.439020911594545e-5,500,10,10,0.1,0.1,0
1.1270719351323428,0.00881891563722482,1.0024046810875828e-5,500,10,10,0.1,0.1,0
1.14399903761241,0.009195776772402263,1.0322956022197492e-5,500,10,10,0.1,0.1,0
1.4636088897481279,0.010148893569409546,1.6934371902715368e-5,500,10,10,0.1,0.1,0
1.2529970764261558,0.009675157692605352,1.2391677637522364e-5,500,10,10,0.1,0.1,0
1.5095246361662975,0.010881515141437547,1.8003600864096167e-5,500,10,10,0.1,0.1,0
1.4844345634608456,0.010254155391393375,1.7420643656749284e-5,500,10,10,0.1,0.1,0
1.1546431046251284,0.008917080117590133,1.0522634435817907e-5,500,10,10,0.1,0.1,0
0.984107288926628,0.007743779295655887,7.641630016584577e-6,500,10,10,0.1,0.1,0
1.054975837712783,0.008447902093531306,8.77939478498018e-6,500,10,10,0.1,0.1,0
1.1425901258088311,0.008547027798903263,1.0309130719636671e-5,500,10,10,0.1,0.1,0
1.2198969215769235,0.009702093569111184,1.1740146387841652e-5,500,10,10,0.1,0.1,0
1.050553310901792,0.008340975447318348,8.707136347172869e-6,500,10,10,0.1,0.1,0
1.3680742688540317,0.010134600546829768,1.4781682761082444e-5,500,10,10,0.1,0.1,0
1.243952600066233,0.009147700596481446,1.2222487873686389e-5,500,10,10,0.1,0.1,0
1.1888117213830163,0.009076659859398001,1.1156600977868642e-5,500,10,10,0.1,0.1,0
1.2431020732148939,0.009525754339750881,1.2198178217777686e-5,500,10,10,0.1,0.1,0
1.284645665222774,0.009753001120324937,1.3028972616872598e-5,500,10,10,0.1,0.1,0
1.2439404429241758,0.009280571881343954,1.2219616968180124e-5,500,10,10,0.1,0.1,0
1.1520125984447906,0.008711706358804123,1.0478135534911001e-5,500,10,10,0.1,0.1,0
1.2660938498941419,0.009555166116533509,1.2656530022922541e-5,500,10,10,0.1,0.1,0
1.3445986429087136,0.009659283141480192,1.4285189414390104e-5,500,10,10,0.1,0.1,0
1.3101951729775478,0.009981903670949617,1.3551648074781781e-5,500,10,10,0.1,0.1,0
1.2549358965672683,0.009520664332303865,1.2433439151278731e-5,500,10,10,0.1,0.1,0
1.3094531736338482,0.009679570047304362,1.3542484673867926e-5,500,10,10,0.1,0.1,0
1.258473728201432,0.009413986095492688,1.2506314594503807e-5,500,10,10,0.1,0.1,0
1.0349656131418643,0.007918134333877657,8.455591016568001e-6,500,10,10,0.1,0.1,0
1.2789204208439857,0.009689814668892065,1.2913500963146764e-5,500,10,10,0.1,0.1,0
1.133976238810661,0.00882548376222479,1.0148091139697038e-5,500,10,10,0.1,0.1,0
1.053709162837958,0.008248026000953645,8.761505011154573e-6,500,10,10,0.1,0.1,0
1.2273708934075487,0.0092481367802063,1.1894468494444011e-5,500,10,10,0.1,0.1,0
