C_XY,E_C_XY,Var_C_XY,n,p1,p2,r1,r2,r12
8.351921356145034,0.048196251114846475,5.527246761088954e-4,500,10,10,0.5,0.5,0
7.5503796429834935,0.044074260520844344,4.516639050797019e-4,500,10,10,0.5,0.5,0
7.942268905976163,0.047978829983050156,4.995616462169904e-4,500,10,10,0.5,0.5,0
7.096370460296171,0.04430293267196406,3.9865374803943753e-4,500,10,10,0.5,0.5,0
10.533468840964971,0.05619133364396329,8.799536987504086e-4,500,10,10,0.5,0.5,0
8.021681262652894,0.04892826749921892,5.09541481869449e-4,500,10,10,0.5,0.5,0
9.00099840071706,0.05184272355333574,6.419882110005828e-4,500,10,10,0.5,0.5,0
7.3661642715168645,0.04413792702993729,4.2975951542185184e-4,500,10,10,0.5,0.5,0
8.437376414188819,0.04863547570436423,5.641005100882977e-4,500,10,10,0.5,0.5,0
7.336588548541989,0.04493991888037554,4.2620092937375114e-4,500,10,10,0.5,0.5,0
8.860914559513105,0.05012447608305811,6.222897329378934e-4,500,10,10,0.5,0.5,0
7.830893631311214,0.0454721838917903,4.858779398146546e-4,500,10,10,0.5,0.5,0
8.984130105778684,0.05120778040494275,6.396612499592029e-4,500,10,10,0.5,0.5,0
8.17790678902141,0.04898517225725921,5.296985679363802e-4,500,10,10,0.5,0.5,0
9.406595718863159,0.05158247612832244,7.015388722293899e-4,500,10,10,0.5,0.5,0
9.151178018878865,0.04983664351790361,6.640086480120671e-4,500,10,10,0.5,0.5,0
7.556222703616453,0.04534585326597153,4.5221421463202726e-4,500,10,10,0.5,0.5,0
6.843621533811169,0.04177409286046938,0.00037086572726007894,500,10,10,0.5,0.5,0
8.012951072959618,0.04709322052824787,5.08660520927162e-4,500,10,10,0.5,0.5,0
8.990218580487905,0.05104663149879441,6.405565987189778e-4,500,10,10,0.5,0.5,0
8.221751100779002,0.04691915716587919,5.356987014430377e-4,500,10,10,0.5,0.5,0
11.417632080111803,0.05606658295815171,0.001034759160763712,500,10,10,0.5,0.5,0
9.095985786592747,0.04998259185222799,6.559585551728324e-4,500,10,10,0.5,0.5,0
7.6521568485149505,0.04554469524006014,4.638157295878065e-4,500,10,10,0.5,0.5,0
8.546218417182345,0.04827502183160029,5.788827321308014e-4,500,10,10,0.5,0.5,0
8.104451280098102,0.04694700586023327,5.20432028548217e-4,500,10,10,0.5,0.5,0
8.222550504487499,0.04981067753394,5.354245427143535e-4,500,10,10,0.5,0.5,0
9.569697775209915,0.05019613782437791,7.264259547105463e-4,500,10,10,0.5,0.5,0
8.737975330170391,0.05130339375001349,6.048807552043972e-4,500,10,10,0.5,0.5,0
7.8979109407491865,0.04582855168392209,4.942340046386654e-4,500,10,10,0.5,0.5,0
7.973408264217076,0.04783584685547526,5.035286707135367e-4,500,10,10,0.5,0.5,0
7.07104121812299,0.043267222047209564,3.959118497135764e-4,500,10,10,0.5,0.5,0
8.728638992810707,0.05024727706243052,6.037281482975278e-4,500,10,10,0.5,0.5,0
8.286524351779981,0.047102815969168016,5.441972861087705e-4,500,10,10,0.5,0.5,0
8.903659944487064,0.051443197587479256,6.281552664477427e-4,500,10,10,0.5,0.5,0
7.593550883493593,0.0449345948173884,4.567700572643286e-4,500,10,10,0.5,0.5,0
7.127900201245542,0.042437014553555856,4.024384048767313e-4,500,10,10,0.5,0.5,0
8.215869224144997,0.04699263657840957,5.349184739187772e-4,500,10,10,0.5,0.5,0
10.002270170370481,0.05336827379234133,7.934384159210583e-4,500,10,10,0.5,0.5,0
8.719167889087425,0.04910553790682959,6.025698095644791e-4,500,10,10,0.5,0.5,0
7.621314774941322,0.045440870415425494,4.600747534431254e-4,500,10,10,0.5,0.5,0
7.55394257663143,0.04489986748672491,4.51993381973076e-4,500,10,10,0.5,0.5,0
7.342332162398601,0.04364547511844882,4.270240832317735e-4,500,10,10,0.5,0.5,0
8.834168693180615,0.050293002656811574,6.184937125473953e-4,500,10,10,0.5,0.5,0
7.059347604178127,0.04194136022130504,3.947445702388331e-4,500,10,10,0.5,0.5,0
7.971761524554216,0.04770916898225998,5.033355436423976e-4,500,10,10,0.5,0.5,0
8.27951990225868,0.04822061527377624,5.431248984113556e-4,500,10,10,0.5,0.5,0
7.545359346079633,0.04586121550905397,4.5084507459323617e-4,500,10,10,0.5,0.5,0
8.306198007809439,0.048559164159430505,5.466063797878736e-4,500,10,10,0.5,0.5,0
9.940326266750265,0.055466142661000625,7.832564563468247e-4,500,10,10,0.5,0.5,0
4.235980039840796,0.020511986581755945,1.4244740164688743e-4,500,10,10,0.5,0.5,0
3.790507258834249,0.01899909488772792,1.1402314912917345e-4,500,10,10,0.5,0.5,0
3.8578263076464068,0.01954338140521733,1.1809646427526175e-4,500,10,10,0.5,0.5,0
3.2376658671975025,0.017521769119131395,8.312153213564011e-5,500,10,10,0.5,0.5,0
2.4636139348698722,0.01418649945389536,4.8094131106209186e-5,500,10,10,0.5,0.5,0
4.313952271169618,0.020763082638960633,1.4774846618823817e-4,500,10,10,0.5,0.5,0
2.9770419433112068,0.016198324595832102,7.027386940566703e-5,500,10,10,0.5,0.5,0
3.3544708844047975,0.016956199461265593,8.929133117070056e-5,500,10,10,0.5,0.5,0
4.306881750678282,0.02046701925553522,1.472825533652209e-4,500,10,10,0.5,0.5,0
4.172155142142085,0.019932653491584643,1.382051286603897e-4,500,10,10,0.5,0.5,0
3.729037223027693,0.01972489944130059,1.1029345256402763e-4,500,10,10,0.5,0.5,0
4.12545155083739,0.020639645919794107,1.3506706085622506e-4,500,10,10,0.5,0.5,0
4.178512342092588,0.019861013773330705,1.3863342287738996e-4,500,10,10,0.5,0.5,0
3.558507787634252,0.018177362570049812,1.0047326646815024e-4,500,10,10,0.5,0.5,0
4.2098546991987345,0.020250644574179646,1.4070479229914875e-4,500,10,10,0.5,0.5,0
3.900572345156995,0.01957296293848839,1.207396949456944e-4,500,10,10,0.5,0.5,0
4.408321478250917,0.020477693749110452,1.5433528987960732e-4,500,10,10,0.5,0.5,0
3.3763574758187564,0.01741675105428809,9.044146880921894e-5,500,10,10,0.5,0.5,0
4.304343239034952,0.020777453961719823,1.4708683704919522e-4,500,10,10,0.5,0.5,0
3.755061868211289,0.018832818294537763,1.1189995521761159e-4,500,10,10,0.5,0.5,0
4.231516575997643,0.02091212982822905,1.4211889315426693e-4,500,10,10,0.5,0.5,0
3.774330104588633,0.019460153730120822,1.1301932959671183e-4,500,10,10,0.5,0.5,0
3.6383172375153925,0.01817558061200638,1.0505435407135283e-4,500,10,10,0.5,0.5,0
3.246000942383653,0.017493123194049803,8.355387809576356e-5,500,10,10,0.5,0.5,0
3.1541413963658824,0.01644982732073458,7.891933708852977e-5,500,10,10,0.5,0.5,0
4.091850223186307,0.019710479015225633,1.329254911547004e-4,500,10,10,0.5,0.5,0
3.2722476184639295,0.017334034138310923,8.492623140407896e-5,500,10,10,0.5,0.5,0
3.5302164931399034,0.017942537344316722,9.88871120454671e-5,500,10,10,0.5,0.5,0
3.9487307394965847,0.019274218642026383,1.2377356571424548e-4,500,10,10,0.5,0.5,0
3.5171609052190247,0.01801008591144904,9.814953591821081e-5,500,10,10,0.5,0.5,0
3.888068886354097,0.01940790669840088,1.1997320840656497e-4,500,10,10,0.5,0.5,0
3.668880686266333,0.018977117877964085,1.0678880037943507e-4,500,10,10,0.5,0.5,0
3.3953705208617078,0.017381836280114193,9.147013245125239e-5,500,10,10,0.5,0.5,0
3.77565413160133,0.019156342657403166,1.1311734473495267e-4,500,10,10,0.5,0.5,0
3.8400017850177055,0.01880494678506664,1.1704739337805607e-4,500,10,10,0.5,0.5,0
3.436599427189978,0.017922179053487298,9.368695642390788e-5,500,10,10,0.5,0.5,0
3.8342307585444915,0.018701764784102987,1.1670042647416945e-4,500,10,10,0.5,0.5,0
2.875981165441161,0.01584675617537639,6.557462455864287e-5,500,10,10,0.5,0.5,0
3.1524409537861144,0.016757755434935587,7.88183401904775e-5,500,10,10,0.5,0.5,0
3.6390076047183917,0.018105181147640266,1.0509851270166929e-4,500,10,10,0.5,0.5,0
3.843583305292148,0.01882443060618045,1.1726571314791359e-4,500,10,10,0.5,0.5,0
4.033609702385411,0.019483014491638424,1.2916506798820856e-4,500,10,10,0.5,0.5,0
4.0561749093874235,0.01965539034345592,1.3061018387019487e-4,500,10,10,0.5,0.5,0
3.8782093620873987,0.01935148601260077,1.1936595970905179e-4,500,10,10,0.5,0.5,0
4.389197110189117,0.020887747092915715,1.5296416557819247e-4,500,10,10,0.5,0.5,0
3.9701767639522565,0.019760192116115596,1.2509752455761256e-4,500,10,10,0.5,0.5,0
4.088338946539333,0.019905178790840933,1.3268365536041327e-4,500,10,10,0.5,0.5,0
3.59173948175228,0.018864891257246275,1.0232893922520465e-4,500,10,10,0.5,0.5,0
3.625457610189994,0.018775719498298614,1.0427461751712176e-4,500,10,10,0.5,0.5,0
3.8029542517279378,0.018042603882649628,1.1483503821269055e-4,500,10,10,0.5,0.5,0
4.155039482719708,0.019392744065587227,1.3710389619909152e-4,500,10,10,0.5,0.5,0
3.718828322815039,0.017928868931289043,1.0979371993167912e-4,500,10,10,0.5,0.5,0
3.5856286667078896,0.017539032560978163,1.0205503560995792e-4,500,10,10,0.5,0.5,0
3.7157353156601682,0.01803697679833558,1.0960386860994122e-4,500,10,10,0.5,0.5,0
3.810455265155589,0.019160507814642007,1.152226946672194e-4,500,10,10,0.5,0.5,0
3.4741567867506795,0.01706179489616015,9.58044215400973e-5,500,10,10,0.5,0.5,0
4.15251789533289,0.019164221949906354,1.369519001296091e-4,500,10,10,0.5,0.5,0
4.163251692277165,0.019546493011074317,1.376387207787224e-4,500,10,10,0.5,0.5,0
3.8532424160121073,0.01889699542388211,1.1785428984910416e-4,500,10,10,0.5,0.5,0
3.0509275784375673,0.015598843541030515,7.38540631899944e-5,500,10,10,0.5,0.5,0
3.3932715052181344,0.01742517828142018,9.13541465109308e-5,500,10,10,0.5,0.5,0
3.4417907902320266,0.017063483989378157,9.40188468214096e-5,500,10,10,0.5,0.5,0
3.046859328107329,0.015318353722353083,7.366985450284178e-5,500,10,10,0.5,0.5,0
2.977059203567673,0.015645775822648336,7.03009201679255e-5,500,10,10,0.5,0.5,0
3.247671418041695,0.016014830965221796,8.371693798583363e-5,500,10,10,0.5,0.5,0
3.367259392911577,0.016623860581753896,8.99947772768612e-5,500,10,10,0.5,0.5,0
3.134332324233106,0.01604687405298618,7.794614905774823e-5,500,10,10,0.5,0.5,0
3.614932455140909,0.017653774261857137,1.0373160432473953e-4,500,10,10,0.5,0.5,0
3.2595059279698617,0.01635528463235998,8.431351029170936e-5,500,10,10,0.5,0.5,0
3.7290349680957737,0.01772417761076565,1.1041233022766081e-4,500,10,10,0.5,0.5,0
2.5517640629475737,0.01429091070691404,5.161380049813745e-5,500,10,10,0.5,0.5,0
