"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23","semipos_def"
0.39973857321604,0.395858731565571,3.56295566673834e-06,5.53838681622449,0,0.0176295046390213,0.0408758901110147,0.0189561360794951,7.13732934700144e-05,5.89724949932952,0.376902595486076,0.0176976562090222,100,5,5,5,0,0,0,0.7,0,0,0
0.43952497613666,0.4384965580728,4.97099722772882e-06,7.10651609697147,0,0.0245964942828022,0.0359214700262357,0.0208327921812972,9.32867791037722e-05,7.51011960308189,0.417663765891502,0.0246852824047697,100,5,5,5,0,0,0,0.7,0,0,0
0.335172079079341,0.335109965210852,2.1510508627424e-06,3.62436332623356,0,0.0106433996688494,0.0198453410821532,0.0160553448302368,4.67918508178125e-05,3.93969006423075,0.319054620380616,0.0106882465854046,100,5,5,5,0,0,0,0.7,0,0,0
0.445852206934334,0.434701117636887,3.78894131613125e-06,4.54102076252806,0,0.0187476816322174,0.0616316118416183,0.0204428445640836,7.92856253246411e-05,4.92524135762078,0.414258273072803,0.0188235346840163,100,5,5,5,0,0,0,0.7,0,0,0
0.34391890458018,0.337578689287236,2.47570668983078e-06,4.03228785763227,0,0.0122497967012827,0.0419167501230064,0.0158649558883723,4.98280034277055e-05,4.33429001208944,0.321713733398863,0.012297381696225,100,5,5,5,0,0,0,0.7,0,0,0
0.444855524296394,0.44597009715374,3.97201929224506e-06,5.02520600196492,0,0.0196535514580285,0.0132102408196978,0.0209985538846655,8.33967649975981e-05,5.45685128544162,0.424971543269074,0.0197333502497144,100,5,5,5,0,0,0,0.7,0,0,0
0.431737999873449,0.43518981059126,4.51205969632118e-06,6.58637785470976,0,0.0223256713773972,0.0207755935016769,0.0204617619540661,8.69513440497088e-05,6.99734026108153,0.414728048637194,0.0224085349579505,100,5,5,5,0,0,0,0.7,0,0,0
0.381871506194521,0.381262150774273,2.90606256093246e-06,4.4136166919008,0,0.0143791975514938,0.00925365572595669,0.0182366582856477,6.18382758028696e-05,4.78623454236937,0.363025492488625,0.014438407772242,100,5,5,5,0,0,0,0.7,0,0,0
0.376363481490367,0.371339935781077,2.45746465716532e-06,3.18609273355073,0,0.012159535123654,0.0408935357183745,0.0176617756796812,5.49698114952098e-05,3.52156267932273,0.353678160101395,0.0122122812357585,100,5,5,5,0,0,0,0.7,0,0,0
0.44980007775104,0.449913371546168,5.9701654761452e-06,8.53383658000919,0,0.0295403787759664,0.0200173606032935,0.0205617472495384,0.000101342364927739,8.96361929715694,0.42935162429663,0.0296362966672837,100,5,5,5,0,0,0,0.7,0,0,0
0.439468781861862,0.438771752313878,4.20010214166485e-06,5.75711957360253,0,0.0207821053969577,0.0142268434767624,0.0211891312872609,8.65207720205886e-05,6.18236151198763,0.417582621026617,0.0208648317288476,100,5,5,5,0,0,0,0.7,0,0,0
0.421397385468787,0.421462966689895,4.68844887131768e-06,7.22775389085082,0,0.0231984450152799,0.0267473106306759,0.0198355529879125,8.61320723074628e-05,7.62240396568893,0.401627413701982,0.023280329949025,100,5,5,5,0,0,0,0.7,0,0,0
0.506361688432889,0.505237634395265,6.84871883990032e-06,8.77096534610578,0,0.0338874608198268,0.0374969418894638,0.0240538603415201,0.000126116570843327,9.23983009264921,0.481183774053745,0.0340073807931897,100,5,5,5,0,0,0,0.7,0,0,0
0.394098433098498,0.391080991522999,3.37563624717959e-06,5.38388232212817,0,0.0167026481510446,0.0380116560460334,0.0190076859052769,6.95340657336254e-05,5.73996909918064,0.372073305617722,0.016769134712222,100,5,5,5,0,0,0,0.7,0,0,0
0.395081574412136,0.395033012043165,3.56592736807455e-06,5.45784907391797,0,0.0176442086172329,0.0270405391478425,0.0187708542732192,7.07869018076765e-05,5.82589010918226,0.376262157769946,0.0177117684772893,100,5,5,5,0,0,0,0.7,0,0,0
0.381320950027473,0.377548757148183,3.42599154470713e-06,5.33567771100002,0,0.0169518061632109,0.0382803873282361,0.0172550804478115,6.41097837633734e-05,5.67871827369926,0.360293676700372,0.017012803111061,100,5,5,5,0,0,0,0.7,0,0,0
0.318172875997462,0.318980798493131,2.00731976489141e-06,3.28205259006781,0,0.00993221819668268,0.0222784093495023,0.0153027087346059,4.31017858843012e-05,3.57794705671577,0.303678089758526,0.0099735052601612,100,5,5,5,0,0,0,0.7,0,0,0
0.324586741152187,0.324302876961038,1.87802708498897e-06,2.84762859242873,0,0.0092924780165254,0.0188651343363448,0.0144617063286387,3.95875369397638e-05,3.15335019924457,0.3098411706324,0.00933035502089293,100,5,5,5,0,0,0,0.7,0,0,0
0.522892354176286,0.505848137172086,6.91334648015671e-06,8.65551698166564,0,0.0342072383838154,0.0795056964897584,0.0236478731273962,0.000124894272814648,9.09890363935217,0.48220026404469,0.0343258656936331,100,5,5,5,0,0,0,0.7,0,0,0
0.44442729432904,0.445066286902077,4.97175178030447e-06,7.16671247230571,0,0.0246002278089465,0.0237301803475045,0.0210916512733336,9.41138284998606e-05,7.58740958628724,0.423974635628743,0.0246898411074047,100,5,5,5,0,0,0,0.7,0,0,0
0.375999106412065,0.37642257435956,2.9601844878154e-06,4.47088928148568,0,0.0146469928457106,0.0221130569432078,0.017665830905278,6.06582905566831e-05,4.82477533095454,0.358756743454282,0.0147049687997204,100,5,5,5,0,0,0,0.7,0,0,0
