"C_XY","E_C_XY","Var_C_XY","n","p1","p2","r1","r2","r12","semipos_def"
0.439493824159148,0.221503836612129,0.00425032930728617,100,5,5,0,0,0.1,1
0.61622079203493,0.247972002675751,0.00495212784803975,100,5,5,0,0,0.1,1
1.10002562003091,0.273361545980416,0.0058496499693368,100,5,5,0,0,0.1,1
0.460815413273875,0.199652886607083,0.00331330023825779,100,5,5,0,0,0.1,1
0.483220600697719,0.246944829934127,0.00486597452990308,100,5,5,0,0,0.1,1
0.559362172048344,0.230878471174282,0.00427319083467909,100,5,5,0,0,0.1,1
0.640258360120788,0.242656004794648,0.00497387249578206,100,5,5,0,0,0.1,1
0.378828781829606,0.22980807260899,0.00455369121213986,100,5,5,0,0,0.1,1
0.595384510845269,0.248996006780728,0.00555400541382939,100,5,5,0,0,0.1,1
0.449389599003105,0.203021767276529,0.00331610827758298,100,5,5,0,0,0.1,1
0.719150290286932,0.262079229563422,0.00572622505765867,100,5,5,0,0,0.1,1
0.85691672745982,0.281948130114504,0.00670629283876958,100,5,5,0,0,0.1,1
0.776375237357598,0.282616222127326,0.00647861514747683,100,5,5,0,0,0.1,1
0.526535435199765,0.215919750291857,0.00389931706590491,100,5,5,0,0,0.1,1
0.659838397860429,0.254594888722815,0.00540966130292257,100,5,5,0,0,0.1,1
0.501562891109301,0.220806491807749,0.00396963125181412,100,5,5,0,0,0.1,1
0.4529218179004,0.253536043702779,0.00521614295896616,100,5,5,0,0,0.1,1
0.854922195724229,0.268986496416007,0.00569175682203407,100,5,5,0,0,0.1,1
1.00940174146661,0.255245154376437,0.00543514932934371,100,5,5,0,0,0.1,1
0.600363046951358,0.249232226380879,0.00491002802534282,100,5,5,0,0,0.1,1
0.576137814501433,0.230277294492404,0.00441900057824714,100,5,5,0,0,0.1,1
0.558860956814703,0.231263682097108,0.00421010064839448,100,5,5,0,0,0.1,1
0.352159758186832,0.246890019275237,0.00518220947544163,100,5,5,0,0,0.1,1
0.722381502589478,0.253518070143846,0.00542666704169853,100,5,5,0,0,0.1,1
0.610202698285531,0.246537127104198,0.00519863406486145,100,5,5,0,0,0.1,1
0.616786074433073,0.29045435585251,0.00718374124671533,100,5,5,0,0,0.1,1
0.548691944215111,0.282272604919551,0.00670110201760374,100,5,5,0,0,0.1,1
0.416074861165114,0.243764028377498,0.00502391976014065,100,5,5,0,0,0.1,1
0.639841233354001,0.271134199631393,0.00644542137034962,100,5,5,0,0,0.1,1
1.22732308550678,0.276581239424894,0.00675455056965638,100,5,5,0,0,0.1,1
0.914620570928607,0.271470211265907,0.00620130366504153,100,5,5,0,0,0.1,1
0.581339040803416,0.260126739370298,0.00559200588322449,100,5,5,0,0,0.1,1
0.43135312743893,0.217275019759366,0.003943885350459,100,5,5,0,0,0.1,1
0.808704336628365,0.310465607804536,0.00837768624314289,100,5,5,0,0,0.1,1
0.631223185395102,0.259226100535694,0.00531467192493174,100,5,5,0,0,0.1,1
0.722432476245139,0.230002991555122,0.00459358700249128,100,5,5,0,0,0.1,1
0.466618620468421,0.194330458712656,0.00320091857639474,100,5,5,0,0,0.1,1
0.52552732942055,0.240610967157733,0.00460785586001333,100,5,5,0,0,0.1,1
0.418752144994139,0.254246086222215,0.0054736942690629,100,5,5,0,0,0.1,1
0.334664895723525,0.243855417661323,0.004869901138725,100,5,5,0,0,0.1,1
0.768266219642392,0.262350725370214,0.00581593153838185,100,5,5,0,0,0.1,1
0.407441116497806,0.25153380484933,0.00507293407945368,100,5,5,0,0,0.1,1
0.663751153692703,0.237646299863816,0.0045512216742473,100,5,5,0,0,0.1,1
0.453456330684293,0.270928197446648,0.0061540926842161,100,5,5,0,0,0.1,1
0.654771688556739,0.284513891464246,0.00718480660033286,100,5,5,0,0,0.1,1
0.929938724030079,0.255239243330758,0.00539009335811859,100,5,5,0,0,0.1,1
0.751657627495245,0.251464284469654,0.00526161694938507,100,5,5,0,0,0.1,1
0.679993525251338,0.289741752894182,0.00693582924314112,100,5,5,0,0,0.1,1
0.665004852727689,0.238415718235302,0.00481196726614706,100,5,5,0,0,0.1,1
0.287987260577224,0.236683769783436,0.00441104856469402,100,5,5,0,0,0.1,1
0.567254362652792,0.267040443173228,0.00563679301671004,100,5,5,0,0,0.1,1
0.466981474774143,0.230709708723732,0.00454058605454384,100,5,5,0,0,0.1,1
0.771614254907727,0.230310586332018,0.00444034427133984,100,5,5,0,0,0.1,1
0.543730392006397,0.215782418575313,0.00410670165129318,100,5,5,0,0,0.1,1
0.644721064293712,0.23963762337466,0.00448532267392074,100,5,5,0,0,0.1,1
0.603822332626162,0.303883506633847,0.00785276633350148,100,5,5,0,0,0.1,1
1.02300170705469,0.285322714850972,0.00678873172453261,100,5,5,0,0,0.1,1
0.435448298216255,0.236165344534652,0.00477112779939631,100,5,5,0,0,0.1,1
0.653792610259057,0.304419280085807,0.00818670525372663,100,5,5,0,0,0.1,1
0.368341479681639,0.237702211129608,0.00501928644502947,100,5,5,0,0,0.1,1
0.373169288113028,0.211816507316773,0.00375781695572601,100,5,5,0,0,0.1,1
0.592765499270744,0.240288681209301,0.0046934998393927,100,5,5,0,0,0.1,1
0.629227281562181,0.261586574618905,0.0054198697533853,100,5,5,0,0,0.1,1
0.749099498606693,0.268292079768183,0.0058710417034101,100,5,5,0,0,0.1,1
0.786780621762142,0.268085873808925,0.00583912165448828,100,5,5,0,0,0.1,1
0.405465402092037,0.226216784902453,0.00411715173998792,100,5,5,0,0,0.1,1
0.435867901994578,0.252956565558673,0.00488662369659514,100,5,5,0,0,0.1,1
0.771984522772313,0.248532062565985,0.00522338706407012,100,5,5,0,0,0.1,1
0.37932772029513,0.216550784200366,0.0038586898023396,100,5,5,0,0,0.1,1
0.390214667195759,0.224145826531908,0.00404199214039564,100,5,5,0,0,0.1,1
0.725250022875514,0.238429202393478,0.00476457006818012,100,5,5,0,0,0.1,1
0.48128793517623,0.258158050205857,0.00569096221874194,100,5,5,0,0,0.1,1
1.0748849874053,0.27977754305229,0.00689440981600971,100,5,5,0,0,0.1,1
0.5911015744768,0.233191667784641,0.0044897032925939,100,5,5,0,0,0.1,1
0.543976880168809,0.246756157290971,0.00500238719123597,100,5,5,0,0,0.1,1
0.381157145897353,0.211968988448559,0.00372106690351601,100,5,5,0,0,0.1,1
0.427786745445403,0.198419880965335,0.00325927564815649,100,5,5,0,0,0.1,1
0.524464124582759,0.251583780707012,0.0049278166159458,100,5,5,0,0,0.1,1
0.4708643840442,0.235222332670754,0.00455662240741705,100,5,5,0,0,0.1,1
0.671443847638194,0.232514566270238,0.00428807271322594,100,5,5,0,0,0.1,1
0.333083385571907,0.251896971031524,0.00515269620706576,100,5,5,0,0,0.1,1
0.695917086265327,0.256445059201267,0.0054884249227823,100,5,5,0,0,0.1,1
0.786436587148806,0.26277498438768,0.00582994044669164,100,5,5,0,0,0.1,1
0.42221583715231,0.242635577729096,0.00482824759290631,100,5,5,0,0,0.1,1
0.70227414060689,0.256676316384463,0.00581582852677098,100,5,5,0,0,0.1,1
0.432686145788423,0.200162571766774,0.00325624960058098,100,5,5,0,0,0.1,1
0.491166061878626,0.210903547334222,0.00380895129482956,100,5,5,0,0,0.1,1
0.369841008712252,0.209936741625612,0.00363647700144848,100,5,5,0,0,0.1,1
0.883817078836556,0.255747488953804,0.00567765792085608,100,5,5,0,0,0.1,1
0.484181441627097,0.233807728571985,0.00436169931072007,100,5,5,0,0,0.1,1
0.57014514681396,0.255178501613627,0.00562984167106082,100,5,5,0,0,0.1,1
0.393448604236855,0.25224199684636,0.00513134196442207,100,5,5,0,0,0.1,1
0.388066895604072,0.2148196875394,0.00392032710104535,100,5,5,0,0,0.1,1
0.4261273120945,0.200569959233955,0.00357290741480018,100,5,5,0,0,0.1,1
0.483650689718242,0.235313704743394,0.00458020971887737,100,5,5,0,0,0.1,1
