"C_XY_Z","E_C_XY_Z","Var_C_XY_Z","C_XYrZ","E_C_XYrZ","Var_C_XYrZ","nC_XY_Z","E_nC_XY_Z","Var_nC_XY_Z","nC_XYrZ","E_nC_XYrZ","Var_nC_XYrZ","n","p1","p2","p3","r1","r2","r3","r12","r13","r23"
0.0527410885237358,0.0528596568808174,1.24968584366926e-08,0.018291077541708,0,0.00155895809626053,0.000292641994531364,0.000224780213773649,6.24556035346686e-08,0.0707395240709124,0.0526348766670437,0.00155900816128882,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0513379819951927,0.0514354001649941,1.03591135371214e-08,0.0412228611599443,0,0.00129227869552882,0.000331178329988476,0.000214660650281828,5.38005379576129e-08,0.0922296648251486,0.0512207395147122,0.00129232222341875,500,5,5,5,0.6,0.6,0.6,0,0,0
0.04828718429289,0.0482892672478062,8.74124098973931e-09,0.0384625009352733,0,0.001090452330988,0.000223247114303388,0.000208783383036691,4.75643008274404e-08,0.0865264381138599,0.0480804838647695,0.00109049122963506,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0545550435850701,0.0547147742579225,1.2692125603434e-08,-0.00582165472432509,0,0.00158331728477718,0.000260691907369002,0.0002349681046158,6.53009302183592e-08,0.0484726969533761,0.0544798061533067,0.00158337000259238,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0468517957266454,0.0468462711934305,7.880860614078e-09,-0.0273798835309425,0,0.000983121599885003,0.000275576538732568,0.000197585860558685,4.27576124964549e-08,0.0191963356569703,0.0466486853328718,0.000983156543115885,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0440069774491372,0.0440088738613188,7.28678521283025e-09,0.0223685423979144,0,0.000909011881730148,0.000219344339151452,0.000198895946165407,4.10855631654823e-08,0.0661561755079001,0.0438099779151534,0.000909045746372637,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0516970989431493,0.0518303801649969,1.03847940579771e-08,-0.00845302030071982,0,0.00129548228914453,0.000259870081265526,0.000204982624076653,5.19804569798391e-08,0.0429842085611639,0.0516253975409203,0.00129552396694856,500,5,5,5,0.6,0.6,0.6,0,0,0
0.047706327090214,0.0477031118137204,8.24694692246284e-09,-0.000470828099520662,0,0.00102879013468339,0.000141191677295181,0.000190021502395743,4.25617424858433e-08,0.0470943073133981,0.0475130903113247,0.00102882451518106,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0475725109553974,0.0474234668877523,9.09809876923205e-09,-0.00997683929877731,0,0.00113496962526416,0.000777286058941565,0.000195300324685398,4.6159071379179e-08,0.0368183855976785,0.0472281665630669,0.00113500676117274,500,5,5,5,0.6,0.6,0.6,0,0,0
0.0464830847399081,0.046423806450882,8.33618015068235e-09,-0.00445743885231031,0,0.00103992180143732,3.7381956061539e-05,0.000197678009727761,4.42158885053783e-08,0.0419882639315363,0.0462261284411543,0.00103995775213854,500,5,5,5,0.6,0.6,0.6,0,0,0
